dataset,dataset_label,model,model_label,segment_index,start_index,end_index,start_frame,end_frame,length,start_image,end_image,low_conf_count,no_detection_count,weird_count,box_jump_count,high_conf_weird_count,bad_rate,good_rate,mean_top1_conf,fda_mix_bad_count,fda_mix_bad_rate,fda_mix_low_conf_count,fda_mix_weird_count,fda_mix_box_jump_count,fda_mix_high_conf_weird_count,fda_mix_max_bad_streak,current_odad_bad_count,current_odad_bad_rate,current_odad_low_conf_count,current_odad_weird_count,current_odad_box_jump_count,current_odad_high_conf_weird_count,current_odad_max_bad_streak,shadow_5500_bad_count,shadow_5500_bad_rate,shadow_5500_low_conf_count,shadow_5500_weird_count,shadow_5500_box_jump_count,shadow_5500_high_conf_weird_count,shadow_5500_max_bad_streak,shadow_6500_bad_count,shadow_6500_bad_rate,shadow_6500_low_conf_count,shadow_6500_weird_count,shadow_6500_box_jump_count,shadow_6500_high_conf_weird_count,shadow_6500_max_bad_streak,rank_by_model_length
lab,Lab,fda_mix,FDA-mix,247,3124,3132,3125,3133,9,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03125.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03133.jpg,1,0,9,0,4,1.0,0.0,0.6890872120857239,9,1.0,1,9,0,4,9,9,1.0,9,0,0,0,9,5,0.5555555820465088,5,0,0,0,3,9,1.0,9,0,0,0,9,30
lab,Lab,fda_mix,FDA-mix,7,79,86,80,87,8,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00080.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00087.jpg,0,0,6,4,6,1.0,0.0,0.8787177205085754,8,1.0,0,6,4,6,8,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,31
lab,Lab,fda_mix,FDA-mix,118,1730,1737,1731,1738,8,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01731.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01738.jpg,0,0,7,4,0,1.0,0.0,0.5474734306335449,8,1.0,0,7,4,0,8,8,1.0,0,8,0,8,8,0,0.0,0,0,0,0,0,4,0.5,0,3,2,0,4,32
lab,Lab,fda_mix,FDA-mix,131,1800,1807,1801,1808,8,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01801.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01808.jpg,0,0,8,0,5,1.0,0.0,0.7350149154663086,8,1.0,0,8,0,5,8,8,1.0,2,8,0,4,8,8,1.0,8,8,1,0,8,8,1.0,7,8,1,0,8,33
lab,Lab,fda_mix,FDA-mix,201,2614,2621,2615,2622,8,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02615.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02622.jpg,0,0,8,0,6,1.0,0.0,0.8109807372093201,8,1.0,0,8,0,6,8,8,1.0,0,8,1,0,8,8,1.0,8,0,0,0,8,8,1.0,8,8,0,0,8,34
lab,Lab,fda_mix,FDA-mix,208,2718,2725,2719,2726,8,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02719.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02726.jpg,0,0,8,0,4,1.0,0.0,0.6846644878387451,8,1.0,0,8,0,4,8,8,1.0,0,8,0,4,8,8,1.0,1,8,1,0,8,8,1.0,0,8,0,0,8,35
lab,Lab,fda_mix,FDA-mix,211,2739,2746,2740,2747,8,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02740.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02747.jpg,0,0,8,2,5,1.0,0.0,0.7171794176101685,8,1.0,0,8,2,5,8,8,1.0,0,8,0,6,8,8,1.0,0,7,3,0,8,8,1.0,1,8,1,0,8,36
lab,Lab,fda_mix,FDA-mix,237,3053,3060,3054,3061,8,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03054.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03061.jpg,0,0,8,0,7,1.0,0.0,0.8764916658401489,8,1.0,0,8,0,7,8,1,0.125,0,0,1,0,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,37
lab,Lab,fda_mix,FDA-mix,9,107,113,108,114,7,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00108.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00114.jpg,0,0,6,2,3,1.0,0.0,0.7551267743110657,7,1.0,0,6,2,3,7,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,38
lab,Lab,fda_mix,FDA-mix,16,155,161,156,162,7,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00156.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00162.jpg,0,0,7,0,0,1.0,0.0,0.47456327080726624,7,1.0,0,7,0,0,7,3,0.4285714328289032,0,2,2,0,2,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,39
lab,Lab,fda_mix,FDA-mix,210,2730,2736,2731,2737,7,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02731.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02737.jpg,0,0,7,0,4,1.0,0.0,0.7496324181556702,7,1.0,0,7,0,4,7,7,1.0,0,7,0,4,7,7,1.0,0,7,1,0,7,7,1.0,0,7,0,0,7,40
lab,Lab,fda_mix,FDA-mix,213,2765,2771,2766,2772,7,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02766.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02772.jpg,0,0,7,1,6,1.0,0.0,0.7578873038291931,7,1.0,0,7,1,6,7,7,1.0,0,7,0,7,7,7,1.0,0,7,0,0,7,7,1.0,0,7,0,0,7,41
lab,Lab,fda_mix,FDA-mix,218,2806,2812,2807,2813,7,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02807.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02813.jpg,0,0,4,6,0,1.0,0.0,0.5737777948379517,7,1.0,0,4,6,0,7,7,1.0,0,7,0,7,7,0,0.0,0,0,0,0,0,7,1.0,0,5,3,4,7,42
lab,Lab,fda_mix,FDA-mix,239,3081,3087,3082,3088,7,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03082.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03088.jpg,0,0,7,0,6,1.0,0.0,0.8453021049499512,7,1.0,0,7,0,6,7,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,43
lab,Lab,fda_mix,FDA-mix,240,3089,3095,3090,3096,7,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03090.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03096.jpg,0,0,7,0,2,1.0,0.0,0.6151577830314636,7,1.0,0,7,0,2,7,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,44
lab,Lab,fda_mix,FDA-mix,365,4910,4916,4911,4917,7,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04911.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04917.jpg,0,0,7,0,1,1.0,0.0,0.6495636105537415,7,1.0,0,7,0,1,7,7,1.0,0,7,0,3,7,6,0.8571428656578064,1,5,3,0,4,7,1.0,0,7,0,0,7,45
lab,Lab,fda_mix,FDA-mix,379,5076,5082,5077,5083,7,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05077.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05083.jpg,0,0,7,0,2,1.0,0.0,0.6104830503463745,7,1.0,0,7,0,2,7,7,1.0,0,7,0,6,7,7,1.0,7,7,0,0,7,7,1.0,6,7,0,0,7,46
lab,Lab,fda_mix,FDA-mix,444,6119,6125,6120,6126,7,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_06120.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_06126.jpg,0,0,5,4,0,1.0,0.0,0.6169806122779846,7,1.0,0,5,4,0,7,7,1.0,0,7,1,0,7,0,0.0,0,0,0,0,0,6,0.8571428656578064,0,5,2,0,6,47
lab,Lab,fda_mix,FDA-mix,478,6447,6453,6448,6454,7,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_06448.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_06454.jpg,2,0,7,0,1,1.0,0.0,0.4367074966430664,7,1.0,2,7,0,1,7,2,0.2857142984867096,2,0,0,0,2,7,1.0,7,2,2,0,7,6,0.8571428656578064,5,2,2,0,6,48
lab,Lab,fda_mix,FDA-mix,25,419,424,420,425,6,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00420.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00425.jpg,0,0,6,0,5,1.0,0.0,0.7921684384346008,6,1.0,0,6,0,5,6,3,0.5,0,2,3,0,3,5,0.8333333134651184,0,4,3,0,3,6,1.0,0,6,1,0,6,49
lab,Lab,fda_mix,FDA-mix,36,540,545,541,546,6,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00541.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00546.jpg,0,0,6,0,4,1.0,0.0,0.7402693629264832,6,1.0,0,6,0,4,6,6,1.0,0,6,0,0,6,6,1.0,0,6,0,3,6,6,1.0,0,6,0,4,6,50
lab,Lab,fda_mix,FDA-mix,39,565,570,566,571,6,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00566.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00571.jpg,0,0,4,4,3,1.0,0.0,0.8139132857322693,6,1.0,0,4,4,3,6,6,1.0,0,6,0,6,6,6,1.0,1,3,6,0,6,6,1.0,0,6,0,0,6,51
lab,Lab,fda_mix,FDA-mix,47,719,724,720,725,6,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00720.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00725.jpg,0,0,6,0,2,1.0,0.0,0.7093462944030762,6,1.0,0,6,0,2,6,6,1.0,0,6,0,2,6,6,1.0,6,6,0,0,6,6,1.0,6,6,0,0,6,52
lab,Lab,fda_mix,FDA-mix,144,1964,1969,1965,1970,6,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01965.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01970.jpg,0,0,6,0,6,1.0,0.0,0.8527810573577881,6,1.0,0,6,0,6,6,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,53
lab,Lab,fda_mix,FDA-mix,219,2819,2824,2820,2825,6,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02820.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02825.jpg,0,0,5,2,0,1.0,0.0,0.6853774189949036,6,1.0,0,5,2,0,6,6,1.0,0,6,0,6,6,0,0.0,0,0,0,0,0,6,1.0,0,6,0,5,6,54
lab,Lab,fda_mix,FDA-mix,253,3186,3191,3187,3192,6,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03187.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03192.jpg,1,0,6,0,1,1.0,0.0,0.5481528043746948,6,1.0,1,6,0,1,6,4,0.6666666865348816,4,2,3,0,3,6,1.0,6,4,3,0,6,5,0.8333333134651184,4,4,3,0,4,55
lab,Lab,fda_mix,FDA-mix,305,4024,4029,4025,4030,6,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04025.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04030.jpg,0,0,6,0,0,1.0,0.0,0.47940346598625183,6,1.0,0,6,0,0,6,6,1.0,0,6,0,0,6,6,1.0,6,6,0,0,6,6,1.0,6,6,0,0,6,56
lab,Lab,fda_mix,FDA-mix,356,4820,4825,4821,4826,6,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04821.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04826.jpg,0,0,6,0,3,1.0,0.0,0.7325989603996277,6,1.0,0,6,0,3,6,6,1.0,0,6,0,0,6,6,1.0,6,6,0,0,6,6,1.0,6,2,1,0,6,57
lab,Lab,fda_mix,FDA-mix,457,6307,6312,6308,6313,6,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_06308.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_06313.jpg,0,0,6,0,5,1.0,0.0,0.8074811100959778,6,1.0,0,6,0,5,6,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,58
lab,Lab,fda_mix,FDA-mix,461,6345,6350,6346,6351,6,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_06346.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_06351.jpg,0,0,6,0,6,1.0,0.0,0.9246019721031189,6,1.0,0,6,0,6,6,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,59
lab,Lab,fda_mix,FDA-mix,475,6415,6420,6416,6421,6,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_06416.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_06421.jpg,2,0,5,0,0,1.0,0.0,0.42394211888313293,6,1.0,2,5,0,0,6,5,0.8333333134651184,4,3,2,0,5,6,1.0,6,1,2,0,6,5,0.8333333134651184,5,1,2,0,5,60
lab,Lab,fda_mix,FDA-mix,8,95,99,96,100,5,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00096.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00100.jpg,0,0,5,2,5,1.0,0.0,0.8005609512329102,5,1.0,0,5,2,5,5,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,61
lab,Lab,fda_mix,FDA-mix,10,116,120,117,121,5,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00117.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00121.jpg,0,0,5,0,3,1.0,0.0,0.7766977548599243,5,1.0,0,5,0,3,5,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,62
lab,Lab,fda_mix,FDA-mix,73,905,909,906,910,5,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00906.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00910.jpg,0,0,5,0,1,1.0,0.0,0.6994518637657166,5,1.0,0,5,0,1,5,2,0.4000000059604645,2,1,1,0,2,0,0.0,0,0,0,0,0,1,0.20000000298023224,1,0,0,0,1,63
lab,Lab,fda_mix,FDA-mix,106,1518,1522,1519,1523,5,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01519.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01523.jpg,0,0,5,0,3,1.0,0.0,0.7389672994613647,5,1.0,0,5,0,3,5,5,1.0,3,3,2,0,5,5,1.0,5,5,0,0,5,5,1.0,5,5,0,0,5,64
lab,Lab,fda_mix,FDA-mix,116,1708,1712,1709,1713,5,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01709.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01713.jpg,0,0,4,2,0,1.0,0.0,0.5887771844863892,5,1.0,0,4,2,0,5,5,1.0,0,5,0,5,5,0,0.0,0,0,0,0,0,5,1.0,0,5,0,4,5,65
lab,Lab,fda_mix,FDA-mix,125,1773,1777,1774,1778,5,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01774.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01778.jpg,3,0,5,0,2,1.0,0.0,0.40003424882888794,5,1.0,3,5,0,2,5,5,1.0,4,5,0,0,5,5,1.0,5,5,0,0,5,5,1.0,1,5,0,0,5,66
lab,Lab,fda_mix,FDA-mix,164,2086,2090,2087,2091,5,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02087.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02091.jpg,3,0,5,0,0,1.0,0.0,0.37100666761398315,5,1.0,3,5,0,0,5,3,0.6000000238418579,1,2,2,0,2,5,1.0,5,2,4,0,5,5,1.0,5,2,4,0,5,67
lab,Lab,fda_mix,FDA-mix,236,3047,3051,3048,3052,5,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03048.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03052.jpg,0,0,5,0,5,1.0,0.0,0.8315545320510864,5,1.0,0,5,0,5,5,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,68
lab,Lab,fda_mix,FDA-mix,238,3063,3067,3064,3068,5,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03064.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03068.jpg,0,0,5,0,5,1.0,0.0,0.9014469385147095,5,1.0,0,5,0,5,5,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,69
lab,Lab,fda_mix,FDA-mix,266,3416,3420,3417,3421,5,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03417.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03421.jpg,0,0,5,0,5,1.0,0.0,0.8467675447463989,5,1.0,0,5,0,5,5,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,70
lab,Lab,fda_mix,FDA-mix,292,3839,3843,3840,3844,5,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03840.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03844.jpg,0,0,5,0,4,1.0,0.0,0.7872326374053955,5,1.0,0,5,0,4,5,5,1.0,0,5,0,3,5,5,1.0,0,5,0,3,5,5,1.0,0,5,0,2,5,71
lab,Lab,fda_mix,FDA-mix,318,4192,4196,4193,4197,5,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04193.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04197.jpg,0,0,5,0,5,1.0,0.0,0.9138985872268677,5,1.0,0,5,0,5,5,3,0.6000000238418579,0,2,2,2,3,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,72
lab,Lab,fda_mix,FDA-mix,323,4217,4221,4218,4222,5,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04218.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04222.jpg,0,0,5,0,5,1.0,0.0,0.839227020740509,5,1.0,0,5,0,5,5,5,1.0,0,3,3,0,5,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,73
lab,Lab,fda_mix,FDA-mix,351,4793,4797,4794,4798,5,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04794.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04798.jpg,0,0,5,0,5,1.0,0.0,0.7847910523414612,5,1.0,0,5,0,5,5,3,0.6000000238418579,0,2,2,0,3,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,74
lab,Lab,fda_mix,FDA-mix,358,4863,4867,4864,4868,5,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04864.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04868.jpg,1,0,4,0,1,1.0,0.0,0.5539720058441162,5,1.0,1,4,0,1,5,5,1.0,2,4,2,0,5,5,1.0,4,5,0,0,5,5,1.0,2,5,0,0,5,75
lab,Lab,fda_mix,FDA-mix,363,4902,4906,4903,4907,5,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04903.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04907.jpg,0,0,5,0,4,1.0,0.0,0.7644875645637512,5,1.0,0,5,0,4,5,5,1.0,0,5,0,2,5,5,1.0,0,5,0,0,5,5,1.0,1,5,0,0,5,76
lab,Lab,fda_mix,FDA-mix,371,4988,4992,4989,4993,5,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04989.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04993.jpg,0,0,4,2,0,1.0,0.0,0.619053065776825,5,1.0,0,4,2,0,5,5,1.0,0,5,0,5,5,0,0.0,0,0,0,0,0,5,1.0,0,4,2,4,5,77
lab,Lab,fda_mix,FDA-mix,376,5052,5056,5053,5057,5,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05053.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05057.jpg,0,0,3,3,0,1.0,0.0,0.5459364056587219,5,1.0,0,3,3,0,5,5,1.0,2,4,1,0,5,5,1.0,4,5,0,0,5,5,1.0,1,5,0,0,5,78
lab,Lab,fda_mix,FDA-mix,391,5255,5259,5256,5260,5,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05256.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05260.jpg,0,0,5,0,5,1.0,0.0,0.9318176507949829,5,1.0,0,5,0,5,5,1,0.20000000298023224,0,0,1,0,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,79
lab,Lab,fda_mix,FDA-mix,394,5289,5293,5290,5294,5,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05290.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05294.jpg,0,0,5,0,2,1.0,0.0,0.6791393756866455,5,1.0,0,5,0,2,5,4,0.800000011920929,4,0,0,0,4,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,80
lab,Lab,fda_mix,FDA-mix,426,5858,5862,5859,5863,5,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05859.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05863.jpg,0,0,5,0,1,1.0,0.0,0.6614460945129395,5,1.0,0,5,0,1,5,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,81
lab,Lab,fda_mix,FDA-mix,449,6163,6167,6164,6168,5,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_06164.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_06168.jpg,2,0,3,0,0,1.0,0.0,0.3546580672264099,5,1.0,2,3,0,0,5,5,1.0,0,5,0,2,5,5,1.0,4,3,2,0,5,5,1.0,4,5,0,0,5,82
lab,Lab,fda_mix,FDA-mix,460,6338,6342,6339,6343,5,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_06339.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_06343.jpg,0,0,5,0,5,1.0,0.0,0.8860362768173218,5,1.0,0,5,0,5,5,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,83
lab,Lab,fda_mix,FDA-mix,487,6507,6511,6508,6512,5,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_06508.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_06512.jpg,5,0,3,0,0,1.0,0.0,0.18908631801605225,5,1.0,5,3,0,0,5,5,1.0,5,5,2,0,5,5,1.0,5,5,1,0,5,5,1.0,5,5,1,0,5,84
lab,Lab,fda_mix,FDA-mix,495,6665,6669,6666,6670,5,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_06666.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_06670.jpg,0,0,5,0,4,1.0,0.0,0.800665557384491,5,1.0,0,5,0,4,5,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,85
lab,Lab,fda_mix,FDA-mix,501,6706,6710,6707,6711,5,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_06707.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_06711.jpg,0,0,5,0,2,1.0,0.0,0.7392553091049194,5,1.0,0,5,0,2,5,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,86
lab,Lab,fda_mix,FDA-mix,1,0,3,1,4,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00001.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00004.jpg,0,0,4,0,0,1.0,0.0,0.4808838963508606,4,1.0,0,4,0,0,4,4,1.0,0,4,0,4,4,2,0.5,0,1,2,0,2,4,1.0,1,4,0,0,4,87
lab,Lab,fda_mix,FDA-mix,2,6,9,7,10,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00007.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00010.jpg,0,0,4,0,0,1.0,0.0,0.44145146012306213,4,1.0,0,4,0,0,4,4,1.0,1,4,0,2,4,1,0.25,1,1,0,0,1,4,1.0,1,3,1,0,4,88
lab,Lab,fda_mix,FDA-mix,11,124,127,125,128,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00125.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00128.jpg,0,0,4,0,0,1.0,0.0,0.47664177417755127,4,1.0,0,4,0,0,4,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,89
lab,Lab,fda_mix,FDA-mix,13,134,137,135,138,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00135.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00138.jpg,0,0,4,0,0,1.0,0.0,0.5265766382217407,4,1.0,0,4,0,0,4,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,90
lab,Lab,fda_mix,FDA-mix,14,141,144,142,145,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00142.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00145.jpg,0,0,4,0,0,1.0,0.0,0.5612517595291138,4,1.0,0,4,0,0,4,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,91
lab,Lab,fda_mix,FDA-mix,24,414,417,415,418,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00415.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00418.jpg,0,0,4,0,3,1.0,0.0,0.8235777616500854,4,1.0,0,4,0,3,4,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0.25,0,1,1,0,1,92
lab,Lab,fda_mix,FDA-mix,59,835,838,836,839,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00836.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00839.jpg,0,0,4,0,3,1.0,0.0,0.817930281162262,4,1.0,0,4,0,3,4,1,0.25,0,0,1,0,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,93
lab,Lab,fda_mix,FDA-mix,81,986,989,987,990,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00987.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00990.jpg,0,0,4,0,0,1.0,0.0,0.6424329280853271,4,1.0,0,4,0,0,4,1,0.25,0,0,1,0,1,4,1.0,4,0,1,0,4,2,0.5,1,0,1,0,1,94
