dataset,dataset_label,model,model_label,segment_index,start_index,end_index,start_frame,end_frame,length,start_image,end_image,low_conf_count,no_detection_count,weird_count,box_jump_count,high_conf_weird_count,bad_rate,good_rate,mean_top1_conf,fda_mix_bad_count,fda_mix_bad_rate,fda_mix_low_conf_count,fda_mix_weird_count,fda_mix_box_jump_count,fda_mix_high_conf_weird_count,fda_mix_max_bad_streak,current_odad_bad_count,current_odad_bad_rate,current_odad_low_conf_count,current_odad_weird_count,current_odad_box_jump_count,current_odad_high_conf_weird_count,current_odad_max_bad_streak,shadow_5500_bad_count,shadow_5500_bad_rate,shadow_5500_low_conf_count,shadow_5500_weird_count,shadow_5500_box_jump_count,shadow_5500_high_conf_weird_count,shadow_5500_max_bad_streak,shadow_6500_bad_count,shadow_6500_bad_rate,shadow_6500_low_conf_count,shadow_6500_weird_count,shadow_6500_box_jump_count,shadow_6500_high_conf_weird_count,shadow_6500_max_bad_streak,rank_by_model_length
lab,Lab,fda_mix,FDA-mix,215,2779,2779,2780,2780,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02780.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02780.jpg,0,0,1,0,0,1.0,0.0,0.626163125038147,1,1.0,0,1,0,0,1,1,1.0,0,1,0,1,1,0,0.0,0,0,0,0,0,1,1.0,0,1,0,0,1,383
lab,Lab,fda_mix,FDA-mix,222,2861,2861,2862,2862,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02862.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02862.jpg,1,0,1,0,0,1.0,0.0,0.19535839557647705,1,1.0,1,1,0,0,1,1,1.0,0,1,0,0,1,0,0.0,0,0,0,0,0,1,1.0,0,1,1,0,1,384
lab,Lab,fda_mix,FDA-mix,225,2898,2898,2899,2899,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02899.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02899.jpg,0,0,1,0,0,1.0,0.0,0.3918885588645935,1,1.0,0,1,0,0,1,1,1.0,0,1,0,1,1,1,1.0,1,1,0,0,1,1,1.0,1,1,0,0,1,385
lab,Lab,fda_mix,FDA-mix,226,2906,2906,2907,2907,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02907.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02907.jpg,0,0,1,0,0,1.0,0.0,0.4167467951774597,1,1.0,0,1,0,0,1,1,1.0,0,1,0,1,1,1,1.0,1,1,1,0,1,1,1.0,1,1,0,0,1,386
lab,Lab,fda_mix,FDA-mix,229,2919,2919,2920,2920,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02920.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02920.jpg,0,0,1,0,0,1.0,0.0,0.6288428902626038,1,1.0,0,1,0,0,1,1,1.0,0,1,0,0,1,1,1.0,1,1,0,0,1,1,1.0,1,1,0,0,1,387
lab,Lab,fda_mix,FDA-mix,230,2923,2923,2924,2924,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02924.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02924.jpg,0,0,1,0,0,1.0,0.0,0.2882536053657532,1,1.0,0,1,0,0,1,1,1.0,0,1,0,0,1,1,1.0,1,0,1,0,1,1,1.0,1,1,0,0,1,388
lab,Lab,fda_mix,FDA-mix,231,2974,2974,2975,2975,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02975.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02975.jpg,0,0,1,0,0,1.0,0.0,0.6019811630249023,1,1.0,0,1,0,0,1,1,1.0,0,1,0,1,1,1,1.0,1,0,1,0,1,1,1.0,1,1,0,0,1,389
lab,Lab,fda_mix,FDA-mix,235,3044,3044,3045,3045,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03045.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03045.jpg,0,0,1,0,1,1.0,0.0,0.877077043056488,1,1.0,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,390
lab,Lab,fda_mix,FDA-mix,242,3105,3105,3106,3106,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03106.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03106.jpg,0,0,1,0,0,1.0,0.0,0.7112369537353516,1,1.0,0,1,0,0,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,391
lab,Lab,fda_mix,FDA-mix,243,3111,3111,3112,3112,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03112.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03112.jpg,0,0,1,0,0,1.0,0.0,0.5916572213172913,1,1.0,0,1,0,0,1,1,1.0,1,0,0,0,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,392
lab,Lab,fda_mix,FDA-mix,244,3114,3114,3115,3115,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03115.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03115.jpg,0,0,1,0,0,1.0,0.0,0.6575408577919006,1,1.0,0,1,0,0,1,1,1.0,1,0,0,0,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,393
lab,Lab,fda_mix,FDA-mix,245,3116,3116,3117,3117,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03117.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03117.jpg,0,0,1,0,0,1.0,0.0,0.7286911606788635,1,1.0,0,1,0,0,1,1,1.0,1,0,0,0,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,394
lab,Lab,fda_mix,FDA-mix,249,3142,3142,3143,3143,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03143.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03143.jpg,0,0,1,0,0,1.0,0.0,0.7122209668159485,1,1.0,0,1,0,0,1,0,0.0,0,0,0,0,0,1,1.0,1,0,0,0,1,0,0.0,0,0,0,0,0,395
lab,Lab,fda_mix,FDA-mix,251,3153,3153,3154,3154,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03154.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03154.jpg,0,0,1,0,0,1.0,0.0,0.6073389053344727,1,1.0,0,1,0,0,1,1,1.0,1,0,0,0,1,1,1.0,1,0,0,0,1,1,1.0,1,0,0,0,1,396
lab,Lab,fda_mix,FDA-mix,258,3295,3295,3296,3296,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03296.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03296.jpg,1,0,0,0,0,1.0,0.0,0.1708206832408905,1,1.0,1,0,0,0,1,1,1.0,1,1,1,0,1,1,1.0,1,0,1,0,1,1,1.0,1,1,1,0,1,397
lab,Lab,fda_mix,FDA-mix,259,3359,3359,3360,3360,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03360.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03360.jpg,0,0,1,0,1,1.0,0.0,0.8007301688194275,1,1.0,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,398
lab,Lab,fda_mix,FDA-mix,260,3362,3362,3363,3363,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03363.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03363.jpg,0,0,1,0,1,1.0,0.0,0.8254838585853577,1,1.0,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,399
lab,Lab,fda_mix,FDA-mix,261,3369,3369,3370,3370,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03370.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03370.jpg,0,0,1,0,1,1.0,0.0,0.7779313325881958,1,1.0,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,400
lab,Lab,fda_mix,FDA-mix,263,3397,3397,3398,3398,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03398.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03398.jpg,0,0,1,0,1,1.0,0.0,0.7900515794754028,1,1.0,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,401
lab,Lab,fda_mix,FDA-mix,264,3402,3402,3403,3403,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03403.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03403.jpg,0,0,1,0,1,1.0,0.0,0.7979273796081543,1,1.0,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,402
lab,Lab,fda_mix,FDA-mix,265,3404,3404,3405,3405,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03405.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03405.jpg,0,0,1,0,1,1.0,0.0,0.8505693078041077,1,1.0,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,403
lab,Lab,fda_mix,FDA-mix,268,3429,3429,3430,3430,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03430.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03430.jpg,0,0,1,0,1,1.0,0.0,0.8585498332977295,1,1.0,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,404
lab,Lab,fda_mix,FDA-mix,269,3432,3432,3433,3433,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03433.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03433.jpg,0,0,1,0,1,1.0,0.0,0.8185302019119263,1,1.0,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,405
lab,Lab,fda_mix,FDA-mix,271,3443,3443,3444,3444,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03444.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03444.jpg,0,0,1,0,0,1.0,0.0,0.7321891188621521,1,1.0,0,1,0,0,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,406
lab,Lab,fda_mix,FDA-mix,272,3460,3460,3461,3461,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03461.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03461.jpg,0,0,1,0,0,1.0,0.0,0.6631370186805725,1,1.0,0,1,0,0,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,407
lab,Lab,fda_mix,FDA-mix,273,3466,3466,3467,3467,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03467.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03467.jpg,1,0,0,0,0,1.0,0.0,0.1536780595779419,1,1.0,1,0,0,0,1,1,1.0,0,1,0,0,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,408
lab,Lab,fda_mix,FDA-mix,275,3475,3475,3476,3476,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03476.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03476.jpg,0,0,1,0,0,1.0,0.0,0.66016685962677,1,1.0,0,1,0,0,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,409
lab,Lab,fda_mix,FDA-mix,276,3479,3479,3480,3480,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03480.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03480.jpg,0,0,1,0,0,1.0,0.0,0.33504971861839294,1,1.0,0,1,0,0,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,410
lab,Lab,fda_mix,FDA-mix,277,3542,3542,3543,3543,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03543.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03543.jpg,1,0,0,0,0,1.0,0.0,0.24944725632667542,1,1.0,1,0,0,0,1,1,1.0,1,0,1,0,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,411
lab,Lab,fda_mix,FDA-mix,281,3674,3674,3675,3675,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03675.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03675.jpg,0,0,1,0,0,1.0,0.0,0.6815769672393799,1,1.0,0,1,0,0,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,412
lab,Lab,fda_mix,FDA-mix,282,3701,3701,3702,3702,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03702.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03702.jpg,0,0,1,0,0,1.0,0.0,0.5337615609169006,1,1.0,0,1,0,0,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,413
lab,Lab,fda_mix,FDA-mix,283,3713,3713,3714,3714,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03714.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03714.jpg,0,0,1,0,0,1.0,0.0,0.5851784348487854,1,1.0,0,1,0,0,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,414
lab,Lab,fda_mix,FDA-mix,285,3808,3808,3809,3809,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03809.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03809.jpg,0,0,1,0,0,1.0,0.0,0.6056436896324158,1,1.0,0,1,0,0,1,1,1.0,0,1,0,0,1,1,1.0,0,1,0,0,1,1,1.0,0,1,0,0,1,415
lab,Lab,fda_mix,FDA-mix,286,3814,3814,3815,3815,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03815.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03815.jpg,0,0,1,0,1,1.0,0.0,0.8172788619995117,1,1.0,0,1,0,1,1,1,1.0,0,1,0,0,1,1,1.0,0,1,1,0,1,1,1.0,0,1,1,0,1,416
lab,Lab,fda_mix,FDA-mix,289,3831,3831,3832,3832,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03832.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03832.jpg,0,0,1,0,0,1.0,0.0,0.6357154846191406,1,1.0,0,1,0,0,1,1,1.0,0,1,0,1,1,1,1.0,0,1,0,0,1,1,1.0,0,1,0,0,1,417
lab,Lab,fda_mix,FDA-mix,291,3836,3836,3837,3837,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03837.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03837.jpg,0,0,1,0,1,1.0,0.0,0.8449341654777527,1,1.0,0,1,0,1,1,1,1.0,0,1,0,1,1,1,1.0,0,1,1,1,1,1,1.0,0,1,0,1,1,418
lab,Lab,fda_mix,FDA-mix,293,3846,3846,3847,3847,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03847.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03847.jpg,0,0,1,0,0,1.0,0.0,0.6190471053123474,1,1.0,0,1,0,0,1,1,1.0,0,1,0,1,1,1,1.0,0,1,0,1,1,1,1.0,0,1,0,1,1,419
lab,Lab,fda_mix,FDA-mix,295,3852,3852,3853,3853,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03853.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03853.jpg,0,0,1,0,0,1.0,0.0,0.7445068955421448,1,1.0,0,1,0,0,1,1,1.0,0,1,0,1,1,1,1.0,0,1,0,0,1,1,1.0,0,1,0,0,1,420
lab,Lab,fda_mix,FDA-mix,296,3869,3869,3870,3870,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03870.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03870.jpg,0,0,1,0,0,1.0,0.0,0.6072390675544739,1,1.0,0,1,0,0,1,1,1.0,0,1,0,1,1,0,0.0,0,0,0,0,0,1,1.0,0,1,0,0,1,421
lab,Lab,fda_mix,FDA-mix,300,3988,3988,3989,3989,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03989.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03989.jpg,0,0,1,0,1,1.0,0.0,0.7707024812698364,1,1.0,0,1,0,1,1,1,1.0,0,1,1,0,1,1,1.0,0,1,0,0,1,1,1.0,0,1,0,0,1,422
lab,Lab,fda_mix,FDA-mix,302,4009,4009,4010,4010,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04010.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04010.jpg,0,0,1,0,0,1.0,0.0,0.32965922355651855,1,1.0,0,1,0,0,1,1,1.0,0,0,1,0,1,1,1.0,1,0,0,0,1,1,1.0,1,0,1,0,1,423
lab,Lab,fda_mix,FDA-mix,303,4014,4014,4015,4015,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04015.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04015.jpg,0,0,1,0,0,1.0,0.0,0.7270779609680176,1,1.0,0,1,0,0,1,1,1.0,0,1,0,0,1,1,1.0,0,1,0,0,1,1,1.0,0,1,0,0,1,424
lab,Lab,fda_mix,FDA-mix,304,4021,4021,4022,4022,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04022.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04022.jpg,0,0,1,0,0,1.0,0.0,0.4821040630340576,1,1.0,0,1,0,0,1,1,1.0,0,1,0,1,1,1,1.0,1,1,0,0,1,1,1.0,1,1,0,0,1,425
lab,Lab,fda_mix,FDA-mix,306,4031,4031,4032,4032,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04032.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04032.jpg,0,0,1,0,0,1.0,0.0,0.29849886894226074,1,1.0,0,1,0,0,1,1,1.0,0,1,0,1,1,1,1.0,1,0,1,0,1,1,1.0,1,1,0,0,1,426
lab,Lab,fda_mix,FDA-mix,307,4033,4033,4034,4034,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04034.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04034.jpg,0,0,1,0,0,1.0,0.0,0.47594085335731506,1,1.0,0,1,0,0,1,1,1.0,0,1,0,1,1,1,1.0,1,1,0,0,1,1,1.0,1,1,0,0,1,427
lab,Lab,fda_mix,FDA-mix,308,4073,4073,4074,4074,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04074.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04074.jpg,0,0,1,0,0,1.0,0.0,0.7491965293884277,1,1.0,0,1,0,0,1,1,1.0,0,1,0,1,1,1,1.0,1,1,0,0,1,1,1.0,1,1,0,0,1,428
lab,Lab,fda_mix,FDA-mix,309,4080,4080,4081,4081,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04081.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04081.jpg,0,0,1,0,0,1.0,0.0,0.33568158745765686,1,1.0,0,1,0,0,1,1,1.0,0,1,0,1,1,1,1.0,1,1,0,0,1,1,1.0,1,1,0,0,1,429
lab,Lab,fda_mix,FDA-mix,314,4178,4178,4179,4179,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04179.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04179.jpg,0,0,1,0,1,1.0,0.0,0.8940227031707764,1,1.0,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,430
lab,Lab,fda_mix,FDA-mix,315,4185,4185,4186,4186,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04186.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04186.jpg,0,0,1,0,1,1.0,0.0,0.8852218389511108,1,1.0,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,431
lab,Lab,fda_mix,FDA-mix,316,4187,4187,4188,4188,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04188.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04188.jpg,0,0,1,0,1,1.0,0.0,0.9263824224472046,1,1.0,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,432
lab,Lab,fda_mix,FDA-mix,317,4190,4190,4191,4191,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04191.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04191.jpg,0,0,1,0,1,1.0,0.0,0.928625226020813,1,1.0,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,433
lab,Lab,fda_mix,FDA-mix,322,4212,4212,4213,4213,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04213.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04213.jpg,0,0,1,0,0,1.0,0.0,0.7449066638946533,1,1.0,0,1,0,0,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,434
lab,Lab,fda_mix,FDA-mix,324,4223,4223,4224,4224,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04224.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04224.jpg,0,0,1,0,0,1.0,0.0,0.6809651255607605,1,1.0,0,1,0,0,1,1,1.0,1,1,1,0,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,435
lab,Lab,fda_mix,FDA-mix,327,4247,4247,4248,4248,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04248.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04248.jpg,0,0,1,0,1,1.0,0.0,0.8401737213134766,1,1.0,0,1,0,1,1,1,1.0,1,1,0,0,1,1,1.0,1,0,0,0,1,1,1.0,1,0,1,0,1,436
lab,Lab,fda_mix,FDA-mix,329,4260,4260,4261,4261,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04261.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04261.jpg,1,0,0,0,0,1.0,0.0,0.17641587555408478,1,1.0,1,0,0,0,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,437
lab,Lab,fda_mix,FDA-mix,333,4288,4288,4289,4289,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04289.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04289.jpg,0,0,1,0,0,1.0,0.0,0.5479774475097656,1,1.0,0,1,0,0,1,1,1.0,0,1,0,0,1,1,1.0,1,0,0,0,1,1,1.0,1,0,0,0,1,438
lab,Lab,fda_mix,FDA-mix,335,4362,4362,4363,4363,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04363.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04363.jpg,1,0,0,0,0,1.0,0.0,0.1273888498544693,1,1.0,1,0,0,0,1,1,1.0,1,1,1,0,1,1,1.0,1,0,0,0,1,1,1.0,1,0,0,0,1,439
lab,Lab,fda_mix,FDA-mix,339,4486,4486,4487,4487,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04487.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04487.jpg,0,0,1,0,1,1.0,0.0,0.8005040287971497,1,1.0,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,440
lab,Lab,fda_mix,FDA-mix,340,4489,4489,4490,4490,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04490.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04490.jpg,0,0,1,0,1,1.0,0.0,0.7813771963119507,1,1.0,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,441
lab,Lab,fda_mix,FDA-mix,342,4501,4501,4502,4502,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04502.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04502.jpg,0,0,1,0,1,1.0,0.0,0.7815203666687012,1,1.0,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,442
lab,Lab,fda_mix,FDA-mix,346,4567,4567,4568,4568,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04568.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04568.jpg,1,0,0,0,0,1.0,0.0,0.24092595279216766,1,1.0,1,0,0,0,1,1,1.0,0,1,0,0,1,0,0.0,0,0,0,0,0,1,1.0,1,0,0,0,1,443
lab,Lab,fda_mix,FDA-mix,348,4777,4777,4778,4778,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04778.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04778.jpg,0,0,1,0,1,1.0,0.0,0.7688137292861938,1,1.0,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,444
lab,Lab,fda_mix,FDA-mix,349,4780,4780,4781,4781,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04781.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04781.jpg,0,0,1,0,0,1.0,0.0,0.7492265701293945,1,1.0,0,1,0,0,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,445
lab,Lab,fda_mix,FDA-mix,354,4809,4809,4810,4810,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04810.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04810.jpg,0,0,1,0,1,1.0,0.0,0.766711950302124,1,1.0,0,1,0,1,1,1,1.0,1,1,1,0,1,1,1.0,1,0,1,0,1,1,1.0,1,0,0,0,1,446
lab,Lab,fda_mix,FDA-mix,355,4815,4815,4816,4816,1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04816.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04816.jpg,0,0,1,0,1,1.0,0.0,0.887891411781311,1,1.0,0,1,0,1,1,1,1.0,1,1,1,0,1,1,1.0,1,1,0,0,1,1,1.0,1,0,0,0,1,447
