frame,path,width,height,teacher_det,teacher_conf,teacher_x1,teacher_y1,teacher_x2,teacher_y2,teacher_iou_prev,student_pre_det,student_pre_conf,student_pre_x1,student_pre_y1,student_pre_x2,student_pre_y2,student_pre_iou_prev,student_post_det,student_post_conf,student_post_x1,student_post_y1,student_post_x2,student_post_y2,student_post_iou_prev,student_delta_conf,student_pre_post_iou,student_pre_post_center_shift,pseudo_accepted,update_applied,loss_total,loss_box,loss_cls,loss_dfl,latency_teacher_ms,latency_student_pre_ms,latency_student_post_ms
10,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00011.jpg,1936,1216,1,0.735096,524.697,0.000,1883.592,644.442,0.403481,1,0.735096,524.697,0.000,1883.592,644.442,0.403481,1,0.735096,524.697,0.000,1883.592,644.442,0.403481,0.000000,1.000000,0.000000,0,0,,,,,12.016,11.899,12.264
11,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00012.jpg,1936,1216,1,0.720707,618.756,0.000,1892.726,678.100,0.881686,1,0.720707,618.756,0.000,1892.726,678.100,0.881686,1,0.720707,618.756,0.000,1892.726,678.100,0.881686,0.000000,1.000000,0.000000,0,0,,,,,14.543,14.089,13.472
12,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00013.jpg,1936,1216,1,0.629040,620.478,0.000,1905.431,733.145,0.914640,1,0.629040,620.478,0.000,1905.431,733.145,0.914640,1,0.629040,620.478,0.000,1905.431,733.145,0.914640,0.000000,1.000000,0.000000,0,0,,,,,14.323,13.471,12.952
13,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00014.jpg,1936,1216,1,0.710388,620.291,0.000,1908.912,687.070,0.934654,1,0.710388,620.291,0.000,1908.912,687.070,0.934654,1,0.710388,620.291,0.000,1908.912,687.070,0.934654,0.000000,1.000000,0.000000,0,0,,,,,13.622,13.241,13.366
14,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00015.jpg,1936,1216,1,0.710388,620.291,0.000,1908.912,687.070,1.000000,1,0.710388,620.291,0.000,1908.912,687.070,1.000000,1,0.710388,620.291,0.000,1908.912,687.070,1.000000,0.000000,1.000000,0.000000,0,0,,,,,13.057,12.267,12.514
15,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00016.jpg,1936,1216,1,0.608971,625.319,0.000,1899.918,801.122,0.849618,1,0.608971,625.319,0.000,1899.918,801.122,0.849618,1,0.608971,625.319,0.000,1899.918,801.122,0.849618,0.000000,1.000000,0.000000,0,0,,,,,13.049,12.837,12.576
16,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00017.jpg,1936,1216,1,0.766669,364.453,0.000,1936.000,1216.000,0.534332,1,0.766669,364.453,0.000,1936.000,1216.000,0.534332,1,0.766669,364.453,0.000,1936.000,1216.000,0.534332,0.000000,1.000000,0.000000,0,0,,,,,11.606,11.537,12.140
17,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00018.jpg,1936,1216,1,0.758212,442.884,0.000,1936.000,1216.000,0.950093,1,0.758212,442.884,0.000,1936.000,1216.000,0.950093,1,0.758212,442.884,0.000,1936.000,1216.000,0.950093,0.000000,1.000000,0.000000,0,0,,,,,12.286,12.417,12.297
18,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00019.jpg,1936,1216,1,0.777303,700.867,509.335,1107.677,797.211,0.064501,1,0.777303,700.867,509.335,1107.677,797.211,0.064501,1,0.777303,700.867,509.335,1107.677,797.211,0.064501,0.000000,1.000000,0.000000,0,0,,,,,12.116,12.163,12.139
19,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00020.jpg,1936,1216,1,0.777303,700.867,509.335,1107.677,797.211,1.000000,1,0.777303,700.867,509.335,1107.677,797.211,1.000000,1,0.777303,700.867,509.335,1107.677,797.211,1.000000,0.000000,1.000000,0.000000,0,0,,,,,14.654,14.266,13.955
20,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00021.jpg,1936,1216,1,0.850822,710.782,0.000,1928.242,645.556,0.063683,1,0.850822,710.782,0.000,1928.242,645.556,0.063683,1,0.850822,710.782,0.000,1928.242,645.556,0.063683,0.000000,1.000000,0.000000,0,0,,,,,15.450,14.127,12.703
21,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00022.jpg,1936,1216,1,0.837120,710.056,0.000,1927.862,640.912,0.991908,1,0.837120,710.056,0.000,1927.862,640.912,0.991908,1,0.837120,710.056,0.000,1927.862,640.912,0.991908,0.000000,1.000000,0.000000,0,0,,,,,13.435,12.831,13.259
22,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00023.jpg,1936,1216,1,0.837567,703.425,0.000,1926.635,637.504,0.988328,1,0.837567,703.425,0.000,1926.635,637.504,0.988328,1,0.837567,703.425,0.000,1926.635,637.504,0.988328,0.000000,1.000000,0.000000,0,0,,,,,12.520,12.253,12.349
23,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00024.jpg,1936,1216,1,0.839836,701.277,0.000,1926.448,636.894,0.997140,1,0.839836,701.277,0.000,1926.448,636.894,0.997140,1,0.839836,701.277,0.000,1926.448,636.894,0.997140,0.000000,1.000000,0.000000,0,0,,,,,13.100,12.905,12.673
24,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00025.jpg,1936,1216,1,0.855603,687.263,0.000,1925.176,630.750,0.978245,1,0.855603,687.263,0.000,1925.176,630.750,0.978245,1,0.855603,687.263,0.000,1925.176,630.750,0.978245,0.000000,1.000000,0.000000,0,0,,,,,12.580,12.613,13.578
25,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00026.jpg,1936,1216,1,0.761126,405.616,0.000,1936.000,1216.000,0.419579,1,0.761126,405.616,0.000,1936.000,1216.000,0.419579,1,0.761126,405.616,0.000,1936.000,1216.000,0.419579,0.000000,1.000000,0.000000,0,0,,,,,12.034,12.225,12.079
26,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00027.jpg,1936,1216,1,0.796143,667.721,0.000,1911.769,648.223,0.433339,1,0.796143,667.721,0.000,1911.769,648.223,0.433339,1,0.796143,667.721,0.000,1911.769,648.223,0.433339,0.000000,1.000000,0.000000,0,0,,,,,12.276,12.135,12.111
27,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00028.jpg,1936,1216,1,0.777080,678.485,0.000,1913.934,638.899,0.975415,1,0.777080,678.485,0.000,1913.934,638.899,0.975415,1,0.777080,678.485,0.000,1913.934,638.899,0.975415,0.000000,1.000000,0.000000,0,0,,,,,12.731,12.786,12.718
28,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00029.jpg,1936,1216,1,0.807009,689.483,0.787,1925.826,633.531,0.972282,1,0.807009,689.483,0.787,1925.826,633.531,0.972282,1,0.807009,689.483,0.787,1925.826,633.531,0.972282,0.000000,1.000000,0.000000,0,0,,,,,12.053,12.429,12.466
29,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00030.jpg,1936,1216,1,0.786611,685.790,0.452,1929.575,649.801,0.968598,1,0.786611,685.790,0.452,1929.575,649.801,0.968598,1,0.786611,685.790,0.452,1929.575,649.801,0.968598,0.000000,1.000000,0.000000,0,0,,,,,12.670,12.498,12.455
30,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00031.jpg,1936,1216,1,0.574654,680.586,0.000,1929.099,1185.332,0.545423,1,0.574654,680.586,0.000,1929.099,1185.332,0.545423,1,0.574654,680.586,0.000,1929.099,1185.332,0.545423,0.000000,1.000000,0.000000,0,0,,,,,12.281,12.635,12.846
31,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00032.jpg,1936,1216,1,0.677804,713.695,498.549,1144.386,844.939,0.100809,1,0.677804,713.695,498.549,1144.386,844.939,0.100809,1,0.677804,713.695,498.549,1144.386,844.939,0.100809,0.000000,1.000000,0.000000,0,0,,,,,12.764,12.712,12.558
32,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00033.jpg,1936,1216,1,0.697927,715.282,499.181,1146.442,846.919,0.984178,1,0.697927,715.282,499.181,1146.442,846.919,0.984178,1,0.697927,715.282,499.181,1146.442,846.919,0.984178,0.000000,1.000000,0.000000,0,0,,,,,12.060,12.067,11.864
33,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00034.jpg,1936,1216,1,0.697927,715.282,499.181,1146.442,846.919,1.000000,1,0.697927,715.282,499.181,1146.442,846.919,1.000000,1,0.697927,715.282,499.181,1146.442,846.919,1.000000,0.000000,1.000000,0.000000,0,0,,,,,12.714,12.396,12.047
34,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00035.jpg,1936,1216,1,0.690378,689.803,0.000,1921.254,1209.240,0.100684,1,0.690378,689.803,0.000,1921.254,1209.240,0.100684,1,0.690378,689.803,0.000,1921.254,1209.240,0.100684,0.000000,1.000000,0.000000,0,0,,,,,12.796,12.404,12.194
35,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00036.jpg,1936,1216,1,0.709036,680.326,0.000,1930.098,1207.864,0.984235,1,0.709036,680.326,0.000,1930.098,1207.864,0.984235,1,0.709036,680.326,0.000,1930.098,1207.864,0.984235,0.000000,1.000000,0.000000,0,0,,,,,12.823,12.428,13.294
36,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00037.jpg,1936,1216,1,0.641048,755.522,0.403,1918.903,643.085,0.495301,1,0.641048,755.522,0.403,1918.903,643.085,0.495301,1,0.641048,755.522,0.403,1918.903,643.085,0.495301,0.000000,1.000000,0.000000,0,0,,,,,11.944,11.730,11.729
37,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00038.jpg,1936,1216,1,0.707168,609.881,1.258,1905.380,628.476,0.859574,1,0.707168,609.881,1.258,1905.380,628.476,0.859574,1,0.707168,609.881,1.258,1905.380,628.476,0.859574,0.000000,1.000000,0.000000,0,0,,,,,13.146,12.320,12.633
38,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00039.jpg,1936,1216,1,0.582385,734.371,456.692,1160.809,1079.536,0.072897,1,0.582385,734.371,456.692,1160.809,1079.536,0.072897,1,0.582385,734.371,456.692,1160.809,1079.536,0.072897,0.000000,1.000000,0.000000,0,0,,,,,12.252,12.147,12.190
39,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00040.jpg,1936,1216,1,0.654145,691.750,0.000,1930.421,1211.234,0.177032,1,0.654145,691.750,0.000,1930.421,1211.234,0.177032,1,0.654145,691.750,0.000,1930.421,1211.234,0.177032,0.000000,1.000000,0.000000,0,0,,,,,12.779,12.546,12.471
40,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00041.jpg,1936,1216,1,0.810247,696.050,0.000,1926.327,1216.000,0.989357,1,0.810247,696.050,0.000,1926.327,1216.000,0.989357,1,0.810247,696.050,0.000,1926.327,1216.000,0.989357,0.000000,1.000000,0.000000,0,0,,,,,12.094,12.011,12.271
41,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00042.jpg,1936,1216,1,0.807693,679.031,0.000,1926.528,1216.000,0.986196,1,0.807693,679.031,0.000,1926.528,1216.000,0.986196,1,0.807693,679.031,0.000,1926.528,1216.000,0.986196,0.000000,1.000000,0.000000,0,0,,,,,12.222,12.377,12.809
42,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00043.jpg,1936,1216,1,0.755115,660.371,0.000,1936.000,1216.000,0.977947,1,0.755115,660.371,0.000,1936.000,1216.000,0.977947,1,0.755115,660.371,0.000,1936.000,1216.000,0.977947,0.000000,1.000000,0.000000,0,0,,,,,11.633,12.012,12.259
43,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00044.jpg,1936,1216,1,0.755115,660.371,0.000,1936.000,1216.000,1.000000,1,0.755115,660.371,0.000,1936.000,1216.000,1.000000,1,0.755115,660.371,0.000,1936.000,1216.000,1.000000,0.000000,1.000000,0.000000,0,0,,,,,12.399,12.387,12.289
44,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00045.jpg,1936,1216,1,0.492451,765.575,449.054,1205.971,1146.543,0.198026,1,0.492451,765.575,449.054,1205.971,1146.543,0.198026,1,0.492451,765.575,449.054,1205.971,1146.543,0.198026,0.000000,1.000000,0.000000,0,0,,,,,11.932,12.198,12.404
45,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00046.jpg,1936,1216,1,0.194959,501.006,0.000,1936.000,1216.000,0.176034,1,0.194959,501.006,0.000,1936.000,1216.000,0.176034,1,0.194959,501.006,0.000,1936.000,1216.000,0.176034,0.000000,1.000000,0.000000,0,0,,,,,12.438,12.962,12.057
46,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00047.jpg,1936,1216,1,0.510390,599.416,0.000,1936.000,1216.000,0.931422,1,0.510390,599.416,0.000,1936.000,1216.000,0.931422,1,0.510390,599.416,0.000,1936.000,1216.000,0.931422,0.000000,1.000000,0.000000,0,0,,,,,11.727,11.677,11.807
47,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00048.jpg,1936,1216,1,0.399717,736.498,483.813,1162.100,982.279,0.130530,1,0.399717,736.498,483.813,1162.100,982.279,0.130530,1,0.399717,736.498,483.813,1162.100,982.279,0.130530,0.000000,1.000000,0.000000,0,0,,,,,12.959,13.927,12.647
48,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00049.jpg,1936,1216,1,0.679488,729.783,486.102,1152.634,930.874,0.860323,1,0.679488,729.783,486.102,1152.634,930.874,0.860323,1,0.679488,729.783,486.102,1152.634,930.874,0.860323,0.000000,1.000000,0.000000,0,0,,,,,12.831,13.133,12.198
49,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00050.jpg,1936,1216,1,0.734312,724.345,482.979,1146.115,1088.821,0.716542,1,0.734312,724.345,482.979,1146.115,1088.821,0.716542,1,0.734312,724.345,482.979,1146.115,1088.821,0.716542,0.000000,1.000000,0.000000,0,0,,,,,12.905,12.981,12.241
50,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00051.jpg,1936,1216,1,0.664311,741.772,478.927,1157.362,1183.298,0.807707,1,0.664311,741.772,478.927,1157.362,1183.298,0.807707,1,0.664311,741.772,478.927,1157.362,1183.298,0.807707,0.000000,1.000000,0.000000,0,0,,,,,13.128,12.517,11.858
51,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00052.jpg,1936,1216,1,0.630266,748.729,481.903,1164.231,1104.035,0.855965,1,0.630266,748.729,481.903,1164.231,1104.035,0.855965,1,0.630266,748.729,481.903,1164.231,1104.035,0.855965,0.000000,1.000000,0.000000,0,0,,,,,12.553,11.977,12.118
52,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00053.jpg,1936,1216,1,0.630266,748.729,481.903,1164.231,1104.035,1.000000,1,0.630266,748.729,481.903,1164.231,1104.035,1.000000,1,0.630266,748.729,481.903,1164.231,1104.035,1.000000,0.000000,1.000000,0.000000,0,0,,,,,12.253,12.447,11.965
53,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00054.jpg,1936,1216,1,0.509901,981.177,0.000,1936.000,766.754,0.055562,1,0.509901,981.177,0.000,1936.000,766.754,0.055562,1,0.509901,981.177,0.000,1936.000,766.754,0.055562,0.000000,1.000000,0.000000,0,0,,,,,12.831,12.043,12.165
54,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00055.jpg,1936,1216,1,0.757477,759.688,481.568,1173.331,919.154,0.063845,1,0.757477,759.688,481.568,1173.331,919.154,0.063845,1,0.757477,759.688,481.568,1173.331,919.154,0.063845,0.000000,1.000000,0.000000,0,0,,,,,12.271,11.913,11.926
55,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00056.jpg,1936,1216,1,0.482319,692.469,1.798,1936.000,615.646,0.062394,1,0.482319,692.469,1.798,1936.000,615.646,0.062394,1,0.482319,692.469,1.798,1936.000,615.646,0.062394,0.000000,1.000000,0.000000,0,0,,,,,13.658,12.378,12.508
56,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00057.jpg,1936,1216,1,0.631844,748.539,481.675,1158.014,1092.977,0.057215,1,0.631844,748.539,481.675,1158.014,1092.977,0.057215,1,0.631844,748.539,481.675,1158.014,1092.977,0.057215,0.000000,1.000000,0.000000,0,0,,,,,12.014,11.690,11.918
57,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00058.jpg,1936,1216,1,0.631844,748.539,481.675,1158.014,1092.977,1.000000,1,0.631844,748.539,481.675,1158.014,1092.977,1.000000,1,0.631844,748.539,481.675,1158.014,1092.977,1.000000,0.000000,1.000000,0.000000,0,0,,,,,12.143,12.224,12.279
58,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00059.jpg,1936,1216,1,0.672385,745.479,481.804,1151.773,1108.195,0.953861,1,0.672385,745.479,481.804,1151.773,1108.195,0.953861,1,0.672385,745.479,481.804,1151.773,1108.195,0.953861,0.000000,1.000000,0.000000,0,0,,,,,12.088,11.982,12.336
59,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00060.jpg,1936,1216,1,0.737344,748.844,479.494,1153.712,1124.721,0.958423,1,0.737344,748.844,479.494,1153.712,1124.721,0.958423,1,0.737344,748.844,479.494,1153.712,1124.721,0.958423,0.000000,1.000000,0.000000,0,0,,,,,12.223,12.141,12.735
60,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00061.jpg,1936,1216,1,0.821736,752.216,482.218,1154.328,804.596,0.495097,1,0.821736,752.216,482.218,1154.328,804.596,0.495097,1,0.821736,752.216,482.218,1154.328,804.596,0.495097,0.000000,1.000000,0.000000,0,0,,,,,12.097,12.193,12.080
61,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00062.jpg,1936,1216,1,0.821736,752.216,482.218,1154.328,804.596,1.000000,1,0.821736,752.216,482.218,1154.328,804.596,1.000000,1,0.821422,752.212,482.232,1154.395,804.778,0.999217,-0.000315,0.999217,0.102767,1,1,2.959857,0.715808,1.050726,1.193323,12.260,12.346,16.654
62,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00063.jpg,1936,1216,1,0.881029,758.528,481.299,1157.574,792.011,0.935969,1,0.880809,758.529,481.320,1157.639,792.178,0.936380,1,0.880486,758.528,481.408,1157.835,792.288,0.936111,-0.000323,0.998867,0.139089,1,1,2.748297,0.502352,1.184548,1.061398,12.688,12.373,12.852
63,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00064.jpg,1936,1216,1,0.757393,758.363,479.346,1155.810,784.277,0.964374,1,0.756309,758.364,479.479,1156.058,784.608,0.965696,1,0.756309,758.364,479.479,1156.058,784.608,0.964608,0.000000,1.000000,0.000000,0,0,,,,,12.530,14.628,12.705
64,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00065.jpg,1936,1216,1,0.538802,662.181,0.000,1936.000,609.854,0.061300,1,0.538171,662.246,0.000,1936.000,609.846,0.061262,1,0.538171,662.246,0.000,1936.000,609.846,0.061262,0.000000,1.000000,0.000000,0,0,,,,,12.365,11.844,12.358
65,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00066.jpg,1936,1216,1,0.821305,745.966,482.188,1139.973,825.535,0.058366,1,0.820562,745.963,482.272,1140.175,825.774,0.058348,1,0.820562,745.963,482.272,1140.175,825.774,0.058348,0.000000,1.000000,0.000000,0,0,,,,,13.015,12.552,13.086
66,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00067.jpg,1936,1216,1,0.736297,748.454,483.372,1138.990,800.833,0.916462,1,0.735513,748.445,483.441,1139.197,801.241,0.917057,1,0.735513,748.445,483.441,1139.197,801.241,0.917057,0.000000,1.000000,0.000000,0,0,,,,,12.410,11.982,12.343
67,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00068.jpg,1936,1216,1,0.852478,750.282,482.967,1137.308,808.246,0.967404,1,0.851858,750.273,483.043,1137.500,808.508,0.967847,1,0.850999,750.258,483.116,1137.675,808.668,0.968054,-0.000859,0.998796,0.141180,1,1,3.773462,0.878274,1.700552,1.194636,13.297,12.817,15.092
68,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00069.jpg,1936,1216,1,0.420358,1109.216,0.000,1936.000,652.554,0.007211,1,0.418725,1109.238,0.000,1936.000,652.458,0.007247,1,0.418725,1109.238,0.000,1936.000,652.458,0.007288,0.000000,1.000000,0.000000,0,0,,,,,12.290,12.043,11.681
69,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00070.jpg,1936,1216,1,0.436094,744.944,478.544,1132.586,1194.400,0.005002,1,0.434175,744.930,478.506,1132.779,1194.178,0.005037,1,0.434175,744.930,478.506,1132.779,1194.178,0.005037,0.000000,1.000000,0.000000,0,0,,,,,12.966,12.074,12.349
70,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00071.jpg,1936,1216,1,0.436094,744.944,478.544,1132.586,1194.400,1.000000,1,0.434175,744.930,478.506,1132.779,1194.178,1.000000,1,0.434175,744.930,478.506,1132.779,1194.178,1.000000,0.000000,1.000000,0.000000,0,0,,,,,12.346,11.660,12.453
71,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00072.jpg,1936,1216,1,0.753820,742.469,482.591,1121.801,840.431,0.484423,1,0.751794,742.430,482.741,1121.888,840.539,0.484348,1,0.751794,742.430,482.741,1121.888,840.539,0.484348,0.000000,1.000000,0.000000,0,0,,,,,12.614,11.763,12.114
72,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00073.jpg,1936,1216,1,0.840743,742.978,482.845,1117.780,826.668,0.949358,1,0.839388,742.932,482.984,1117.837,826.874,0.949594,1,0.838265,742.906,483.086,1117.868,826.972,0.949729,-0.001123,0.999267,0.099770,1,1,3.173264,0.638152,1.497821,1.037291,11.967,11.944,12.635
73,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00074.jpg,1936,1216,1,0.877180,744.509,482.593,1115.825,799.588,0.912005,1,0.875098,744.462,482.893,1115.756,800.058,0.912904,1,0.873821,744.475,483.051,1115.748,800.235,0.913086,-0.001277,0.998886,0.167479,1,1,3.241958,0.643839,1.578017,1.020102,13.121,13.174,12.631
74,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00075.jpg,1936,1216,1,0.868199,743.967,483.269,1113.931,821.945,0.926335,1,0.864367,743.929,483.616,1114.096,822.553,0.926425,1,0.862713,743.909,483.725,1114.130,822.849,0.926265,-0.001654,0.998658,0.202892,1,1,2.991996,0.766710,1.127651,1.097635,12.825,13.120,12.505
75,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00076.jpg,1936,1216,1,0.890716,747.501,483.398,1113.807,801.695,0.930537,1,0.886262,747.456,483.909,1113.669,802.619,0.930276,1,0.884996,747.491,484.037,1113.675,802.906,0.930019,-0.001266,0.998587,0.208488,1,1,2.354972,0.551308,0.798793,1.004871,13.571,12.453,12.698
76,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00077.jpg,1936,1216,1,0.887731,750.204,484.184,1110.427,792.629,0.952954,1,0.882005,750.201,484.702,1110.194,794.253,0.954767,1,0.880711,750.221,484.754,1110.188,794.647,0.955350,-0.001294,0.998493,0.222821,1,1,2.048411,0.415223,0.679600,0.953588,13.098,12.995,13.336
77,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00078.jpg,1936,1216,1,0.887736,750.203,484.184,1110.425,792.659,0.999893,1,0.880711,750.221,484.754,1110.188,794.647,0.998493,1,0.879260,750.266,484.788,1110.226,794.986,0.998567,-0.001451,0.998567,0.191463,1,1,2.940490,0.606068,1.292015,1.042408,13.605,13.498,12.617
