frame,path,teacher_conf,accepted,accepted_final,passed_base_gate,passed_motion_gate,passed_persistence_gate,teacher_num_candidates,teacher_selected_rank,teacher_selected_score,teacher_selected_score_conf,teacher_selected_score_temporal,teacher_selected_score_memory,persistence_count,temporal_iou,persistence_iou,center_shift_frac,area_ratio,num_pseudo_boxes_used,buffer_size,update_event_triggered,update_applied,updates_this_frame,batch_size_used,det_loss,total_loss,teacher_latency_ms,student_post_conf,student_post_latency_ms,update_latency_ms,frame_latency_ms
2868,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02869.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,5.113660,5.113660,11.734,0.125441,12.707,215.478,251.260
2869,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02870.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.939877,4.939877,12.257,0.146669,12.017,533.465,568.886
2870,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02871.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,5.029731,5.029731,12.295,0.053895,11.943,589.607,625.131
2871,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02872.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,5.358843,5.358843,12.231,0.087110,12.081,340.253,377.393
2872,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02873.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,5.075016,5.075016,11.479,0.129527,12.129,499.021,533.712
2873,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02874.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,5.098853,5.098853,12.096,0.019787,11.864,364.296,400.923
2874,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02875.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.781908,4.781908,12.038,0.022013,12.197,334.564,370.081
2875,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02876.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.809038,4.809038,12.133,0.055979,11.836,489.758,524.866
2876,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02877.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,5.524330,5.524330,11.751,0.050207,11.889,757.935,792.631
2877,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02878.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,5.317270,5.317270,12.065,0.059444,11.687,487.830,522.690
2878,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02879.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,5.977011,5.977011,11.733,0.013779,11.975,386.277,421.067
2879,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02880.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.990242,4.990242,12.245,0.013774,12.166,463.662,501.136
2880,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02881.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.965303,4.965303,11.860,0.024850,12.264,574.026,611.970
2881,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02882.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,5.565511,5.565511,12.636,0.025164,12.382,567.882,604.304
2882,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02883.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,5.089983,5.089983,11.690,0.025155,12.109,345.591,382.311
2883,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02884.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.956114,4.956114,12.172,0.043718,12.269,490.506,526.656
2884,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02885.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,5.554471,5.554471,11.491,0.032531,12.272,498.394,533.548
2885,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02886.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,5.184074,5.184074,12.443,0.031203,12.193,417.818,453.803
2886,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02887.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.923536,4.923536,12.240,0.015703,12.318,710.714,746.700
2887,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02888.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.852919,4.852919,12.955,0.120072,12.003,579.624,615.768
2888,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02889.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,5.510812,5.510812,11.960,0.096518,12.118,564.359,599.606
2889,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02890.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.965141,4.965141,12.059,0.098022,12.076,331.107,368.011
2890,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02891.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.937442,4.937442,11.892,0.092247,13.146,432.559,470.042
2891,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02892.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,5.076676,5.076676,13.053,0.224495,11.626,251.049,287.421
2892,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02893.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.935418,4.935418,11.446,0.160307,11.585,616.450,650.313
2893,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02894.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,5.303467,5.303467,11.899,0.141664,11.599,463.231,499.278
2894,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02895.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,5.319092,5.319092,11.672,0.082376,11.731,550.348,584.842
2895,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02896.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.831525,4.831525,11.976,0.093537,11.508,439.646,474.084
2896,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02897.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.785560,4.785560,11.508,0.079602,11.796,749.940,784.195
2897,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02898.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.889262,4.889262,11.925,0.091234,11.787,774.333,810.614
2898,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02899.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,5.141646,5.141646,11.578,0.048404,11.651,422.701,456.966
2899,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02900.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.750198,4.750198,11.874,0.007965,11.460,536.347,572.057
2900,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02901.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.905555,4.905555,11.392,0.023917,11.446,549.393,584.570
2901,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02902.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.939205,4.939205,11.933,0.101050,12.108,572.241,607.173
2902,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02903.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.999354,4.999354,11.871,0.277544,12.016,423.954,460.621
2903,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02904.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,6.205995,6.205995,12.064,0.118446,12.168,495.488,530.731
2904,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02905.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,5.235673,5.235673,11.757,0.150825,14.419,436.996,475.893
2905,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02906.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.993364,4.993364,12.038,0.133632,11.843,561.442,597.957
2906,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02907.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.820664,4.820664,11.553,0.109637,12.113,612.388,647.108
2907,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02908.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,5.917295,5.917295,11.931,0.160219,12.076,563.634,598.918
2908,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02909.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,5.769691,5.769691,12.568,0.127258,12.035,547.646,586.549
2909,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02910.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.665102,4.665102,12.568,0.133710,12.010,623.775,659.678
2910,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02911.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,5.127112,5.127112,11.631,0.090430,12.372,710.248,745.764
2911,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02912.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.788798,4.788798,12.830,0.123533,12.475,609.707,648.064
2912,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02913.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,5.334403,5.334403,12.261,0.103779,12.428,313.784,351.520
2913,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02914.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.887475,4.887475,12.616,0.081854,12.526,566.576,602.889
2914,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02915.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.749560,4.749560,12.126,0.091646,11.832,492.770,528.054
2915,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02916.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,5.088729,5.088729,12.157,0.084681,12.360,477.975,515.117
2916,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02917.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,5.217741,5.217741,12.238,0.104558,12.512,617.364,654.908
2917,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02918.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.951983,4.951983,12.613,0.071608,12.360,548.488,584.762
2918,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02919.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.857570,4.857570,11.762,0.046025,12.420,491.042,528.081
2919,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02920.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,5.900621,5.900621,12.667,0.048914,12.427,425.998,464.320
2920,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02921.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,5.004500,5.004500,12.218,0.035510,12.258,547.820,585.261
2921,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02922.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,5.140652,5.140652,12.120,0.080972,12.514,340.148,376.181
2922,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02923.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,5.042712,5.042712,12.182,0.096836,12.326,462.571,499.984
2923,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02924.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.868622,4.868622,12.039,0.193472,12.233,326.948,362.336
2924,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02925.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.963285,4.963285,11.991,0.150288,12.283,538.450,574.155
2925,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02926.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,5.000093,5.000093,12.748,0.150220,12.796,731.566,771.180
2926,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02927.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.802404,4.802404,11.814,0.108812,12.226,461.833,498.820
2927,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02928.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.883339,4.883339,12.358,0.105365,12.171,298.310,335.760
2928,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02929.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,5.156044,5.156044,11.994,0.094681,12.228,425.272,462.612
2929,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02930.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,5.132733,5.132733,12.643,0.182797,12.204,495.280,531.432
2930,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02931.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,5.184930,5.184930,11.967,0.045698,12.333,501.168,538.217
2931,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02932.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.940444,4.940444,12.780,0.141200,11.957,451.447,489.051
2932,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02933.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,5.085176,5.085176,11.558,0.140645,11.729,475.996,510.496
2933,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02934.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,6.227071,6.227071,12.125,0.167690,11.807,416.693,453.260
2934,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02935.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,5.169518,5.169518,11.396,0.085777,11.625,825.638,859.586
2935,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02936.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.847613,4.847613,12.460,0.176676,11.833,539.021,574.463
2936,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02937.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,5.228201,5.228201,11.717,0.176901,11.921,767.209,803.570
2937,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02938.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.900735,4.900735,12.202,0.234351,11.776,366.780,401.844
2938,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02939.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.703375,4.703375,11.628,0.282473,11.800,328.704,363.055
2939,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02940.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,5.403502,5.403502,12.194,0.185948,11.867,460.519,495.714
2940,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02941.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,5.097734,5.097734,11.707,0.186498,11.836,419.404,454.000
2941,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02942.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.926933,4.926933,12.329,0.289172,11.840,454.109,489.306
2942,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02943.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.729432,4.729432,11.533,0.224396,11.745,320.921,356.679
2943,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02944.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,6.141148,6.141148,12.185,0.217927,11.846,483.480,518.628
2944,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02945.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.969442,4.969442,11.614,0.205343,12.133,614.296,649.272
2945,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02946.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.921366,4.921366,12.282,0.230599,11.952,515.993,553.041
2946,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02947.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.745668,4.745668,12.184,0.230661,13.589,488.255,526.808
2947,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02948.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,6.222135,6.222135,12.017,0.243524,11.919,563.125,599.848
2948,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02949.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.920179,4.920179,11.388,0.229791,12.663,504.855,541.683
2949,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02950.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.816465,4.816465,12.155,0.186740,11.956,537.006,572.216
2950,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02951.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,5.948807,5.948807,11.697,0.231486,12.121,498.349,534.971
2951,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02952.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.740396,4.740396,12.146,0.198638,11.945,693.139,729.896
2952,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02953.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,5.055425,5.055425,11.538,0.144582,11.752,579.105,614.987
2953,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02954.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.959359,4.959359,12.067,0.144622,11.783,580.954,617.157
2954,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02955.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,5.113832,5.113832,11.863,0.308927,12.026,485.627,522.305
2955,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02956.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.770055,4.770055,12.293,0.174939,11.863,482.722,517.884
2956,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02957.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,6.008959,6.008959,12.077,0.239786,14.733,647.657,687.479
2957,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02958.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.762223,4.762223,12.191,0.288525,12.144,640.090,675.993
2958,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02959.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,5.054223,5.054223,11.685,0.180797,12.030,500.437,535.450
2959,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02960.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.832648,4.832648,12.132,0.180116,12.622,605.340,641.502
2960,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02961.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,5.360625,5.360625,11.847,0.220779,12.826,566.924,603.050
2961,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02962.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,5.106475,5.106475,12.190,0.274710,12.196,572.657,609.927
2962,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02963.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,5.113492,5.113492,11.903,0.320801,12.337,526.967,564.874
2963,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02964.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.779163,4.779163,12.251,0.377590,12.258,375.433,413.738
2964,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02965.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.755098,4.755098,11.839,0.474966,12.057,445.210,481.893
2965,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02966.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.818260,4.818260,12.354,0.331282,11.904,446.897,482.422
2966,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02967.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.828021,4.828021,12.060,0.407463,12.337,535.681,571.727
2967,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02968.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.872321,4.872321,12.449,0.364390,11.841,330.255,365.870
2968,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02969.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.877711,4.877711,11.833,0.337090,12.000,420.830,457.605
2969,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02970.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.797944,4.797944,12.620,0.301328,12.083,407.665,445.421
2970,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02971.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.904799,4.904799,12.057,0.310504,12.710,682.151,719.841
2971,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02972.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.957203,4.957203,12.214,0.322604,12.025,599.895,636.878
2972,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02973.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.960488,4.960488,11.581,0.062556,11.838,610.423,645.238
2973,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02974.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.982750,4.982750,12.282,0.217609,11.979,212.937,249.997
2974,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02975.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,5.130909,5.130909,13.208,0.255562,12.117,377.834,415.229
2975,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02976.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,5.075281,5.075281,12.556,0.315725,12.165,258.106,295.729
2976,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02977.jpg,0.499547,0,0,0,1,0,1,1,0.499547,0.499547,0.000000,,0,,,,,4,32,1,1,1,4,4.762164,4.762164,12.113,0.678708,12.333,379.426,415.379
2977,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02978.jpg,0.353390,0,0,0,1,0,1,1,1.154963,0.353390,0.801573,,0,,,0.010162,1.099014,4,32,1,1,1,4,4.863976,4.863976,12.307,0.630036,12.099,439.363,476.912
2978,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02979.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,5.093143,5.093143,11.985,0.326151,12.237,370.996,406.534
2979,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02980.jpg,0.569513,0,0,0,1,0,1,1,0.569513,0.569513,0.000000,,0,,,,,4,32,1,1,1,4,4.879684,4.879684,12.583,0.810129,12.673,494.021,532.449
2980,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02981.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.695293,4.695293,12.308,0.163052,12.022,567.706,603.533
2981,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02982.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,5.282920,5.282920,12.397,0.163031,12.175,485.502,521.418
2982,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02983.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,5.021244,5.021244,11.717,0.102736,11.813,575.658,610.314
2983,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02984.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.828793,4.828793,12.682,0.029915,12.012,216.563,252.388
2984,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02985.jpg,0.914976,0,0,1,1,0,1,1,0.914976,0.914976,0.000000,,1,,,,,4,32,1,1,1,4,5.110515,5.110515,12.021,0.966691,12.340,302.681,338.616
2985,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02986.jpg,0.879036,1,1,1,1,1,1,1,1.838830,0.879036,0.959794,,2,0.978098,0.978098,0.001657,1.015772,4,32,1,1,1,4,5.634597,5.634597,12.450,0.962281,12.085,292.117,329.664
2986,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02987.jpg,0.975814,1,1,1,1,1,1,1,1.941036,0.975814,0.965222,,3,0.977941,0.977941,0.001489,1.008404,4,32,1,1,1,4,6.687149,6.687149,11.861,0.992318,12.421,647.019,684.272
