frame,path,teacher_conf,accepted,accepted_final,passed_base_gate,passed_motion_gate,passed_persistence_gate,teacher_num_candidates,teacher_selected_rank,teacher_selected_score,teacher_selected_score_conf,teacher_selected_score_temporal,teacher_selected_score_memory,persistence_count,temporal_iou,persistence_iou,center_shift_frac,area_ratio,num_pseudo_boxes_used,buffer_size,update_event_triggered,update_applied,updates_this_frame,batch_size_used,det_loss,total_loss,teacher_latency_ms,student_post_conf,student_post_latency_ms,update_latency_ms,frame_latency_ms
98,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00099.jpg,0.913675,1,1,1,1,1,2,1,1.861880,0.913675,0.948205,,17,0.967321,0.967321,0.002451,1.011402,4,25,1,1,1,4,8.309697,8.309697,13.066,0.826450,13.220,494.463,535.018
99,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00100.jpg,0.913606,1,1,1,1,1,2,1,1.913538,0.913606,0.999932,,18,0.999951,0.999951,0.000003,1.000008,4,26,1,1,1,4,8.307675,8.307675,13.395,0.825111,13.025,394.814,434.902
100,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00101.jpg,0.901599,1,1,1,1,1,1,1,1.865701,0.901599,0.964102,,19,0.974212,0.974212,0.002059,1.000126,4,27,1,1,1,4,7.996762,7.996762,13.981,0.809976,13.661,514.423,554.140
101,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00102.jpg,0.896431,1,1,1,1,1,1,1,1.836661,0.896431,0.940230,,20,0.967140,0.967140,0.003664,1.014521,4,28,1,1,1,4,8.066596,8.066596,12.732,0.802334,13.353,597.173,637.623
102,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00103.jpg,0.900428,1,1,1,1,1,1,1,1.829432,0.900428,0.929005,,21,0.962412,0.962412,0.001880,1.038328,4,29,1,1,1,4,8.814281,8.814281,13.078,0.808926,13.732,730.837,771.484
103,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00104.jpg,0.816926,1,1,1,1,1,2,1,1.740832,0.816926,0.923906,,22,0.963186,0.963186,0.004456,1.028387,4,30,1,1,1,4,11.699414,11.699414,13.964,0.703557,13.001,307.361,347.801
104,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00105.jpg,0.885693,1,1,1,1,1,1,1,1.789899,0.885693,0.904206,,23,0.951311,0.951311,0.005475,1.034148,4,31,1,1,1,4,10.168631,10.168631,13.082,0.791001,12.855,347.047,386.518
105,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00106.jpg,0.885632,1,1,1,1,1,1,1,1.885539,0.885632,0.999907,,24,0.999933,0.999933,0.000005,1.000005,4,32,1,1,1,4,9.841869,9.841869,13.690,0.792054,13.088,757.697,797.261
106,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00107.jpg,0.738372,0,0,0,1,0,2,1,1.648465,0.738372,0.910093,,0,,,0.005195,1.019668,4,32,1,1,1,4,11.574070,11.574070,13.166,0.588423,12.902,571.020,609.928
107,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00108.jpg,0.821324,0,0,1,1,0,2,1,1.748990,0.821324,0.927666,,1,0.958731,,0.004047,1.018625,4,32,1,1,1,4,8.227798,8.227798,13.091,0.709626,13.403,708.784,747.303
108,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00109.jpg,0.890947,1,1,1,1,1,2,1,1.765635,0.890947,0.874688,,2,0.928497,0.928497,0.007490,1.031953,4,32,1,1,1,4,9.605124,9.605124,13.112,0.810676,13.162,761.195,801.467
109,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00110.jpg,0.846023,1,1,1,1,1,1,1,1.673950,0.846023,0.827927,,3,0.911334,0.911334,0.011919,1.050924,4,32,1,1,1,4,11.235113,11.235113,13.407,0.761397,13.077,394.820,434.850
110,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00111.jpg,0.856263,1,1,1,1,1,1,1,1.604994,0.856263,0.748732,,4,0.877479,0.877479,0.013905,1.124453,4,32,1,1,1,4,13.026236,13.026236,13.352,0.749168,12.519,636.644,676.108
111,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00112.jpg,0.880840,1,1,1,1,1,2,1,1.782936,0.880840,0.902096,,5,0.936555,0.936555,0.004134,1.024698,4,32,1,1,1,4,10.537688,10.537688,12.863,0.790399,13.480,464.214,502.633
112,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00113.jpg,0.900349,1,1,1,1,1,2,1,1.829295,0.900349,0.928947,,6,0.958765,0.958765,0.002752,1.026371,4,32,1,1,1,4,11.184063,11.184063,13.751,0.813030,13.401,590.870,630.343
113,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00114.jpg,0.896858,1,1,1,1,1,1,1,1.758599,0.896858,0.861741,,7,0.923894,0.923894,0.007408,1.047097,4,32,1,1,1,4,10.359142,10.359142,14.135,0.819112,16.752,524.770,567.993
114,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00115.jpg,0.905200,1,1,1,1,1,2,1,1.785681,0.905200,0.880481,,8,0.933097,0.933097,0.005835,1.042047,4,32,1,1,1,4,11.405899,11.405899,14.770,0.833668,15.563,624.992,669.721
115,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00116.jpg,0.905165,1,1,1,1,1,2,1,1.905035,0.905165,0.999870,,9,0.999928,0.999928,0.000005,1.000047,4,32,1,1,1,4,11.371479,11.371479,14.121,0.833934,13.640,482.333,523.548
116,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00117.jpg,0.901698,1,1,1,1,1,2,1,1.852051,0.901698,0.950353,,10,0.963149,0.963149,0.002445,1.001607,4,32,1,1,1,4,11.987830,11.987830,12.655,0.836747,13.231,853.110,892.677
117,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00118.jpg,0.901598,1,1,1,1,1,2,1,1.901451,0.901598,0.999853,,11,0.999931,0.999931,0.000007,1.000065,4,32,1,1,1,4,11.519773,11.519773,13.422,0.836732,13.336,336.564,375.068
118,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00119.jpg,0.909134,1,1,1,1,1,2,1,1.819262,0.909134,0.910128,,12,0.952933,0.952933,0.004658,1.033219,4,32,1,1,1,4,10.334804,10.334804,12.443,0.841973,13.853,475.179,516.076
119,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00120.jpg,0.909089,1,1,1,1,1,2,1,1.908902,0.909089,0.999813,,13,0.999909,0.999909,0.000012,1.000055,4,32,1,1,1,4,9.885277,9.885277,13.539,0.841836,15.396,452.827,495.664
120,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00121.jpg,0.909335,1,1,1,1,1,2,1,1.850865,0.909335,0.941530,,14,0.971895,0.971895,0.002521,1.028311,4,32,1,1,1,4,9.523417,9.523417,14.457,0.845112,13.333,606.050,648.833
121,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00122.jpg,0.820356,1,1,1,1,1,2,1,1.692065,0.820356,0.871709,,15,0.921789,0.921789,0.004490,1.048918,4,32,1,1,1,4,9.332546,9.332546,13.938,0.735488,12.462,551.042,591.475
122,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00123.jpg,0.820228,1,1,1,1,1,2,1,1.820131,0.820228,0.999903,,16,0.999956,0.999956,0.000005,1.000044,4,32,1,1,1,4,10.642385,10.642385,12.835,0.736523,12.340,604.076,642.676
123,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00124.jpg,0.851027,1,1,1,1,1,2,1,1.513788,0.851027,0.662761,,17,0.737146,0.737146,0.020030,1.001264,4,32,1,1,1,4,10.877824,10.877824,12.011,0.766259,12.510,614.036,651.127
124,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00125.jpg,0.858797,1,1,1,1,1,1,1,1.473830,0.858797,0.615033,,18,0.710403,0.710403,0.022107,1.039986,4,32,1,1,1,4,11.590391,11.590391,13.141,0.758895,12.698,520.442,558.918
125,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00126.jpg,0.858039,1,1,1,1,1,1,1,1.767578,0.858039,0.909539,,19,0.954003,0.954003,0.003569,1.043924,4,32,1,1,1,4,11.228372,11.228372,12.409,0.754724,12.740,390.930,428.460
126,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00127.jpg,0.857955,1,1,1,1,1,1,1,1.857641,0.857955,0.999686,,20,0.999853,0.999853,0.000014,1.000147,4,32,1,1,1,4,11.000406,11.000406,12.876,0.755511,12.903,518.637,557.578
127,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00128.jpg,0.865732,1,1,1,1,1,2,1,1.829350,0.865732,0.963619,,21,0.980698,0.980698,0.000870,1.019682,4,32,1,1,1,4,10.205066,10.205066,13.076,0.768002,12.987,271.420,310.760
128,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00129.jpg,0.851469,1,1,1,1,1,2,1,1.762559,0.851469,0.911090,,22,0.955858,0.955858,0.005098,1.032858,4,32,1,1,1,4,9.741548,9.741548,12.174,0.750734,15.204,507.960,548.694
129,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00130.jpg,0.780635,0,0,0,1,0,2,1,1.597234,0.780635,0.816599,,0,,,0.008206,1.097789,4,32,1,1,1,4,9.496165,9.496165,13.060,0.679734,13.659,444.992,488.511
130,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00131.jpg,0.745162,0,0,0,1,0,1,1,1.505394,0.745162,0.760233,,0,,,0.013799,1.062598,4,32,1,1,1,4,9.703940,9.703940,12.468,0.659708,14.374,627.451,667.491
131,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00132.jpg,0.611236,0,0,0,1,0,2,1,1.419224,0.611236,0.807987,,0,,,0.009270,1.018756,4,32,1,1,1,4,10.428734,10.428734,14.164,0.627958,13.407,378.443,420.078
132,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00133.jpg,0.462653,0,0,0,1,0,2,1,0.809898,0.462653,0.347246,,0,,,0.044392,1.447956,4,32,1,1,1,4,9.413246,9.413246,12.569,0.514442,12.855,810.744,847.978
133,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00134.jpg,0.838903,0,0,1,1,0,2,1,1.083144,0.838903,0.244241,,1,0.572559,,0.066529,1.541193,4,32,1,1,1,4,9.711475,9.711475,15.009,0.774906,12.952,509.956,549.533
134,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00135.jpg,0.717515,0,0,0,1,0,2,1,1.651195,0.717515,0.933680,,0,,,0.003102,1.003837,4,32,1,1,1,4,9.618792,9.618792,13.421,0.643956,12.841,678.496,718.259
135,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00136.jpg,0.722134,0,0,0,1,0,2,1,1.707081,0.722134,0.984947,,0,,,0.000513,1.005576,4,32,1,1,1,4,9.486812,9.486812,13.070,0.648924,13.309,555.430,594.695
136,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00137.jpg,0.700161,0,0,0,1,0,2,1,1.549499,0.700161,0.849338,,0,,,0.008893,1.053651,4,32,1,1,1,4,10.412387,10.412387,13.276,0.623624,13.144,516.459,554.711
137,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00138.jpg,0.747663,0,0,0,1,0,2,1,1.624224,0.747663,0.876561,,0,,,0.006390,1.036896,4,32,1,1,1,4,8.867594,8.867594,13.228,0.683245,13.020,667.742,707.158
138,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00139.jpg,0.784512,0,0,0,1,0,2,1,1.700537,0.784512,0.916026,,0,,,0.001282,1.037425,4,32,1,1,1,4,9.227987,9.227987,12.682,0.718286,12.898,564.096,603.190
139,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00140.jpg,0.784525,0,0,0,1,0,2,1,1.784082,0.784525,0.999557,,0,,,0.000025,1.000168,4,32,1,1,1,4,9.417310,9.417310,13.134,0.722633,12.911,349.222,388.285
140,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00141.jpg,0.772788,0,0,0,1,0,2,1,1.712353,0.772788,0.939564,,0,,,0.003875,1.014400,4,32,1,1,1,4,9.008084,9.008084,12.329,0.717954,13.438,390.131,428.186
141,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00142.jpg,0.755618,0,0,0,1,0,2,1,1.715625,0.755618,0.960007,,0,,,0.001186,1.019859,4,32,1,1,1,4,9.104478,9.104478,13.432,0.697423,14.092,657.773,698.636
142,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00143.jpg,0.797389,0,0,0,1,0,2,1,1.556583,0.797389,0.759195,,0,,,0.011993,1.130486,4,32,1,1,1,4,9.064128,9.064128,12.877,0.748428,13.671,518.103,556.946
143,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00144.jpg,0.721631,0,0,0,1,0,2,1,1.439652,0.721631,0.718021,,0,,,0.013602,1.144068,4,32,1,1,1,4,8.882645,8.882645,13.868,0.641811,13.161,451.411,492.122
144,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00145.jpg,0.708409,0,0,0,1,0,2,1,1.495636,0.708409,0.787228,,0,,,0.014757,1.075995,4,32,1,1,1,4,9.259725,9.259725,13.193,0.634614,14.011,397.228,436.473
145,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00146.jpg,0.625793,0,0,0,1,0,2,2,1.416104,0.625793,0.790310,,0,,,0.009954,1.088665,4,32,1,1,1,4,8.984168,8.984168,13.394,0.557598,13.545,354.944,393.530
146,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00147.jpg,0.678479,0,0,0,0,0,2,1,0.678479,0.678479,0.000000,,0,,,0.448198,4.579928,4,32,1,1,1,4,8.539148,8.539148,13.302,0.560727,13.599,525.164,564.576
147,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00148.jpg,0.645601,0,0,0,1,0,2,1,1.579683,0.645601,0.934082,,0,,,0.004479,1.017063,4,32,1,1,1,4,8.934648,8.934648,13.211,0.550920,12.841,522.611,562.219
148,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00149.jpg,0.645564,0,0,0,1,0,2,1,1.645387,0.645564,0.999823,,0,,,0.000014,1.000055,4,32,1,1,1,4,8.577265,8.577265,12.393,0.554703,12.468,655.031,693.250
149,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00150.jpg,0.692268,0,0,0,1,0,2,2,1.421482,0.692268,0.729215,,0,,,0.031130,1.081055,4,32,1,1,1,4,8.638089,8.638089,12.888,0.690334,13.302,561.235,600.629
150,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00151.jpg,0.621020,0,0,0,1,0,2,1,1.540478,0.621020,0.919458,,0,,,0.004651,1.036346,4,32,1,1,1,4,8.068823,8.068823,12.496,0.530245,13.810,391.312,431.445
151,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00152.jpg,0.530631,0,0,0,1,0,2,1,1.162124,0.530631,0.631494,,0,,,0.041614,1.138374,4,32,1,1,1,4,8.270151,8.270151,12.697,0.448550,13.176,680.827,720.325
152,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00153.jpg,0.415956,0,0,0,1,0,2,2,1.042635,0.415956,0.626680,,0,,,0.046819,1.081528,4,32,1,1,1,4,8.075415,8.075415,12.785,0.555644,12.306,640.913,679.647
153,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00154.jpg,0.508585,0,0,0,1,0,2,2,1.211754,0.508585,0.703169,,0,,,0.036113,1.059530,4,32,1,1,1,4,8.454252,8.454252,14.265,0.585319,13.269,645.101,684.615
154,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00155.jpg,0.504481,0,0,0,1,0,2,1,1.357115,0.504481,0.852634,,0,,,0.015636,1.047155,4,32,1,1,1,4,8.788980,8.788980,12.652,0.442368,12.548,491.091,529.098
155,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00156.jpg,0.409115,0,0,0,0,0,2,1,0.409115,0.409115,0.000000,,0,,,0.278619,4.000405,4,32,1,1,1,4,8.048629,8.048629,17.027,0.277945,14.129,493.210,536.057
156,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00157.jpg,0.466636,0,0,0,0,0,2,1,0.466636,0.466636,0.000000,,0,,,0.179182,19.492876,4,32,1,1,1,4,7.932615,7.932615,12.950,0.486750,13.573,482.920,521.347
157,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00158.jpg,0.311307,0,0,0,0,0,1,1,0.311307,0.311307,0.000000,,0,,,0.520168,2.498390,4,32,1,1,1,4,7.632335,7.632335,12.804,0.236539,13.551,603.655,642.412
158,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00159.jpg,0.330670,0,0,0,1,0,2,1,0.886307,0.330670,0.555637,,0,,,0.015427,1.302528,4,32,1,1,1,4,8.476658,8.476658,13.762,0.309335,13.021,456.365,497.161
159,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00160.jpg,0.301683,0,0,0,1,0,2,1,0.395218,0.301683,0.093535,,0,,,0.054067,2.096818,4,32,1,1,1,4,7.922279,7.922279,12.542,0.334603,13.278,372.093,410.708
160,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00161.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,8.034770,8.034770,12.820,0.178116,13.813,534.762,576.333
161,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00162.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,8.623291,8.623291,14.233,0.179403,14.547,319.326,362.215
162,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00163.jpg,0.711752,0,0,0,1,0,1,1,0.711752,0.711752,0.000000,,0,,,,,4,32,1,1,1,4,7.958808,7.958808,14.449,0.463005,12.923,664.392,704.134
163,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00164.jpg,0.547511,0,0,0,1,0,1,1,1.274728,0.547511,0.727217,,0,,,0.032737,1.084918,4,32,1,1,1,4,7.935007,7.935007,13.128,0.384999,13.467,556.565,594.604
164,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00165.jpg,0.547673,0,0,0,1,0,1,1,1.547661,0.547673,0.999988,,0,,,0.000001,1.000003,4,32,1,1,1,4,7.671198,7.671198,12.721,0.387614,16.000,533.609,574.295
165,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00166.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,8.433428,8.433428,13.446,0.261361,13.160,543.111,583.673
166,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00167.jpg,0.266478,0,0,0,1,0,1,1,0.266478,0.266478,0.000000,,0,,,,,4,32,1,1,1,4,8.054215,8.054215,12.049,0.215717,12.648,402.040,439.786
167,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00168.jpg,0.266492,0,0,0,1,0,1,1,1.266401,0.266492,0.999908,,0,,,0.000007,1.000014,4,32,1,1,1,4,7.629921,7.629921,12.342,0.216930,13.406,474.218,513.471
168,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00169.jpg,0.271855,0,0,0,1,0,2,2,0.875235,0.271855,0.603379,,0,,,0.020289,1.198738,4,32,1,1,1,4,7.752416,7.752416,12.687,0.522351,12.918,477.195,516.100
169,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00170.jpg,0.271704,0,0,0,1,0,2,2,1.270614,0.271704,0.998910,,0,,,0.000104,1.000284,4,32,1,1,1,4,7.673623,7.673623,13.417,0.524745,13.042,470.727,510.291
170,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00171.jpg,0.272045,0,0,0,1,0,1,1,1.177223,0.272045,0.905179,,0,,,0.009056,1.027125,4,32,1,1,1,4,8.521774,8.521774,12.978,0.276070,13.204,567.918,607.929
171,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00172.jpg,0.301870,0,0,0,0,0,2,1,0.301870,0.301870,0.000000,,0,,,0.562170,8.502704,4,32,1,1,1,4,7.820509,7.820509,13.884,0.323593,13.284,518.495,557.158
172,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00173.jpg,0.696113,0,0,0,0,0,1,1,0.696113,0.696113,0.000000,,0,,,0.216059,1.497521,4,32,1,1,1,4,7.970513,7.970513,13.059,0.452239,12.319,603.539,641.922
173,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00174.jpg,0.356904,0,0,0,1,0,1,1,1.332163,0.356904,0.975259,,0,,,0.002674,1.006962,4,32,1,1,1,4,7.270032,7.270032,13.761,0.196061,12.215,698.140,737.633
174,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00175.jpg,0.656764,0,0,0,0,0,1,1,0.656764,0.656764,0.000000,,0,,,0.152955,38.451419,4,32,1,1,1,4,8.626273,8.626273,12.540,0.757405,12.954,540.581,577.949
175,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00176.jpg,0.668297,0,0,0,1,0,1,1,1.643842,0.668297,0.975545,,0,,,0.000399,1.013689,4,32,1,1,1,4,7.766313,7.766313,13.228,0.767980,13.433,274.100,312.788
176,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00177.jpg,0.668347,0,0,0,1,0,1,1,1.668263,0.668347,0.999916,,0,,,0.000003,1.000024,4,32,1,1,1,4,7.847268,7.847268,12.449,0.769087,13.328,570.915,610.368
177,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00178.jpg,0.709327,0,0,0,1,0,1,1,1.640076,0.709327,0.930750,,0,,,0.002853,1.032290,4,32,1,1,1,4,8.014263,8.014263,14.501,0.807192,13.517,606.617,647.880
178,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00179.jpg,0.658215,0,0,0,1,0,2,1,1.625789,0.658215,0.967574,,0,,,0.001633,1.007765,4,32,1,1,1,4,8.189727,8.189727,13.031,0.763381,12.599,405.793,444.644
179,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00180.jpg,0.605798,0,0,0,1,0,1,1,1.568304,0.605798,0.962506,,0,,,0.000979,1.005139,4,32,1,1,1,4,8.123727,8.123727,13.048,0.716757,13.110,693.068,732.471
180,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00181.jpg,0.550273,0,0,0,1,0,2,1,1.487200,0.550273,0.936927,,0,,,0.001429,1.012372,4,32,1,1,1,4,7.805832,7.805832,12.712,0.669153,12.699,527.674,565.234
181,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00182.jpg,0.788728,0,0,0,0,0,1,1,0.788728,0.788728,0.000000,,0,,,0.163346,36.828744,4,32,1,1,1,4,7.562961,7.562961,12.865,0.560073,12.644,412.331,452.280
182,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00183.jpg,0.788538,0,0,0,1,0,1,1,1.788484,0.788538,0.999946,,0,,,0.000006,1.000015,4,32,1,1,1,4,8.125328,8.125328,12.150,0.560521,13.133,420.123,458.573
183,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00184.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,7.416652,7.416652,12.592,0.284128,12.933,578.410,617.691
184,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00185.jpg,0.523828,0,0,0,1,0,1,1,0.523828,0.523828,0.000000,,0,,,,,4,32,1,1,1,4,7.760839,7.760839,12.967,0.650270,14.811,694.623,735.983
185,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00186.jpg,0.566478,0,0,0,1,0,1,1,1.386039,0.566478,0.819561,,0,,,0.007837,1.074997,4,32,1,1,1,4,7.512945,7.512945,13.084,0.692551,13.108,566.966,606.164
186,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00187.jpg,0.443635,0,0,0,1,0,1,1,1.327967,0.443635,0.884332,,0,,,0.004251,1.008706,4,32,1,1,1,4,7.489676,7.489676,13.765,0.579804,12.930,697.441,738.406
187,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00188.jpg,0.443632,0,0,0,1,0,1,1,1.443480,0.443632,0.999848,,0,,,0.000007,1.000032,4,32,1,1,1,4,7.768456,7.768456,14.897,0.582048,13.188,392.330,432.057
188,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00189.jpg,0.263555,0,0,0,1,0,2,2,1.180476,0.263555,0.916921,,0,,,0.003634,1.001558,4,32,1,1,1,4,7.846260,7.846260,12.677,0.366958,12.190,414.071,451.680
189,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00190.jpg,0.332676,0,0,0,1,0,2,2,1.202689,0.332676,0.870013,,0,,,0.004574,1.068842,4,32,1,1,1,4,7.487324,7.487324,12.880,0.607205,12.834,548.284,587.005
190,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00191.jpg,0.259763,0,0,0,1,0,2,2,1.218814,0.259763,0.959051,,0,,,0.000904,1.017585,4,32,1,1,1,4,7.138713,7.138713,12.056,0.684670,12.717,485.104,521.279
191,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00192.jpg,0.365924,0,0,0,1,0,2,2,1.265744,0.365924,0.899820,,0,,,0.004321,1.039729,4,32,1,1,1,4,7.753947,7.753947,13.353,0.603666,12.681,398.050,435.926
192,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00193.jpg,0.492157,0,0,0,1,0,2,2,1.461229,0.492157,0.969072,,0,,,0.001089,1.008518,4,32,1,1,1,4,7.889728,7.889728,12.851,0.649060,12.495,486.011,524.418
193,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00194.jpg,0.436095,0,0,0,1,0,2,2,1.347754,0.436095,0.911659,,0,,,0.005028,1.012278,4,32,1,1,1,4,8.435503,8.435503,12.364,0.622321,12.875,357.006,395.326
194,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00195.jpg,0.597317,0,0,0,1,0,2,2,1.519617,0.597317,0.922300,,0,,,0.002451,1.027439,4,32,1,1,1,4,7.795361,7.795361,13.037,0.747485,13.096,630.688,668.474
195,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00196.jpg,0.627560,0,0,0,1,0,2,1,1.505231,0.627560,0.877671,,0,,,0.005332,1.062668,4,32,1,1,1,4,7.881036,7.881036,12.636,0.770343,12.334,569.620,607.493
196,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00197.jpg,0.438060,0,0,0,1,0,2,2,1.397663,0.438060,0.959604,,0,,,0.001573,1.010869,4,32,1,1,1,4,7.666484,7.666484,11.997,0.593267,12.481,563.700,599.949
197,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00198.jpg,0.454835,0,0,0,1,0,2,1,1.424390,0.454835,0.969555,,0,,,0.001098,1.009864,4,32,1,1,1,4,7.219544,7.219544,13.151,0.616390,12.958,388.885,427.885
198,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00199.jpg,0.339172,0,0,0,1,0,2,2,1.279161,0.339172,0.939989,,0,,,0.002819,1.027247,4,32,1,1,1,4,7.529094,7.529094,12.406,0.481534,12.694,567.064,605.198
199,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00200.jpg,0.345411,0,0,0,0,0,1,1,0.345411,0.345411,0.000000,,0,,,0.238444,21.910675,4,32,1,1,1,4,7.670547,7.670547,12.369,0.328058,12.540,563.745,599.802
