frame,path,teacher_conf,accepted,accepted_final,passed_base_gate,passed_motion_gate,passed_persistence_gate,teacher_num_candidates,teacher_selected_rank,teacher_selected_score,teacher_selected_score_conf,teacher_selected_score_temporal,persistence_count,temporal_iou,persistence_iou,center_shift_frac,area_ratio,num_pseudo_boxes_used,buffer_size,update_event_triggered,update_applied,updates_this_frame,batch_size_used,det_loss,total_loss,coverage_buffer_size,coverage_entries_added,coverage_entries_sampled,coverage_loss,coverage_region_entries_skipped,coverage_region_mean_student_conf,coverage_region_mean_teacher_conf,coverage_region_mean_conf_gap,memory_contrastive_loss,memory_contrastive_valid_entries,memory_contrastive_mean_pos_sim,memory_contrastive_mean_neg_sim,memory_contrastive_margin,teacher_latency_ms,student_post_conf,student_post_latency_ms,update_latency_ms,frame_latency_ms
36,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00037.jpg,0.641048,0,0,0,0,0,1,1,0.641048,0.641048,0.000000,0,,,0.443983,2.861190,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.152,0.641048,13.265,0.000,44.625
37,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00038.jpg,0.707168,0,0,0,1,0,2,1,1.349001,0.707168,0.641833,0,,,0.041494,1.086768,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.126,0.707168,13.099,0.000,36.450
38,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00039.jpg,0.408099,0,0,0,1,0,2,2,0.723012,0.408099,0.314913,0,,,0.090652,1.279352,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.186,0.582385,13.382,0.000,50.982
39,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00040.jpg,0.654145,0,0,0,1,0,2,1,0.759797,0.654145,0.105652,0,,,0.152884,1.443241,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,14.041,0.654145,13.444,0.000,38.461
40,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00041.jpg,0.810247,0,0,0,1,0,1,1,1.788028,0.810247,0.977781,0,,,0.001960,1.002877,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.468,0.810247,13.175,0.000,43.129
41,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00042.jpg,0.807693,0,0,0,1,0,2,1,1.763469,0.807693,0.955776,0,,,0.004343,1.013998,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.244,0.807693,12.926,0.000,36.586
42,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00043.jpg,0.755115,0,0,0,1,0,2,1,1.706930,0.755115,0.951815,0,,,0.002373,1.022551,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.142,0.755115,13.173,0.000,40.089
43,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00044.jpg,0.755115,0,0,0,1,0,2,1,1.755115,0.755115,1.000000,0,,,0.000000,1.000000,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.172,0.755115,13.086,0.000,36.698
44,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00045.jpg,0.466580,0,0,0,1,0,2,2,1.052505,0.466580,0.585925,0,,,0.049906,1.151482,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.362,0.492451,14.243,0.000,55.491
45,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00046.jpg,0.000000,0,0,0,0,0,0,0,,,,0,,,,,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.132,0.194959,13.037,0.000,36.861
46,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00047.jpg,0.510390,0,0,0,1,0,1,1,0.510390,0.510390,0.000000,0,,,,,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,12.646,0.510390,12.772,0.000,38.840
47,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00048.jpg,0.341069,0,0,0,1,0,2,2,1.220502,0.341069,0.879434,0,,,0.013318,1.032040,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.099,0.399717,13.179,0.000,46.584
48,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00049.jpg,0.679488,0,0,0,0,0,2,1,0.679488,0.679488,0.000000,0,,,0.175943,8.918719,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.789,0.679488,13.306,0.000,43.279
49,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00050.jpg,0.734312,0,0,0,1,0,2,1,1.105777,0.734312,0.371464,0,,,0.063736,1.358659,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.148,0.734312,12.959,0.000,38.298
50,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00051.jpg,0.664311,0,0,0,1,0,2,1,1.255373,0.664311,0.591062,0,,,0.037911,1.145598,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.083,0.664311,13.104,0.000,38.499
51,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00052.jpg,0.630266,0,0,0,1,0,2,1,1.287476,0.630266,0.657210,0,,,0.031570,1.132426,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.169,0.630266,13.052,0.000,36.442
52,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00053.jpg,0.630266,0,0,0,1,0,2,1,1.630266,0.630266,1.000000,0,,,0.000000,1.000000,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.192,0.630266,13.103,0.000,44.277
53,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00054.jpg,0.380025,0,0,0,1,0,2,2,0.810703,0.380025,0.430677,0,,,0.039806,1.366885,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.145,0.509901,13.770,0.000,46.973
54,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00055.jpg,0.757477,0,0,0,1,0,2,1,0.844264,0.757477,0.086787,0,,,0.107239,1.952091,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.175,0.757477,13.251,0.000,40.614
55,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00056.jpg,0.473823,0,0,0,1,0,2,2,0.817180,0.473823,0.343356,0,,,0.069026,1.374579,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.140,0.482319,12.932,0.000,37.827
56,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00057.jpg,0.631844,0,0,0,1,0,2,1,1.567054,0.631844,0.935210,0,,,0.004211,1.006064,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.165,0.631844,13.131,0.000,42.774
57,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00058.jpg,0.631844,0,0,0,1,0,2,1,1.631844,0.631844,1.000000,0,,,0.000000,1.000000,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.140,0.631844,13.261,0.000,36.470
58,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00059.jpg,0.672385,0,0,0,1,0,2,1,1.583768,0.672385,0.911383,0,,,0.006752,1.016723,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.970,0.672385,14.518,0.000,41.227
59,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00060.jpg,0.737344,0,0,0,1,0,2,1,1.650597,0.737344,0.913254,0,,,0.006004,1.026456,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.070,0.737344,12.985,0.000,36.488
60,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00061.jpg,0.821736,0,0,0,1,0,2,1,0.877333,0.821736,0.055596,0,0.495097,,0.130515,2.015178,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,17.050,0.821736,12.904,0.000,48.422
61,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00062.jpg,0.821736,0,0,1,1,0,2,1,1.821736,0.821736,1.000000,1,1.000000,,0.000000,1.000000,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.814,0.821736,12.981,0.000,38.961
62,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00063.jpg,0.881057,1,1,1,1,1,2,1,1.761127,0.881057,0.880070,2,0.936009,0.936009,0.006072,1.045485,0,1,0,0,0,0,,,0,0,0,,0,,,,,0,,,,12.940,0.881057,18.956,0.000,103.787
63,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00064.jpg,0.757122,0,0,0,1,0,2,1,1.687637,0.757122,0.930514,0,,,0.004011,1.023054,0,1,0,0,0,0,,,0,0,0,,0,,,,,0,,,,14.634,0.757122,14.417,0.000,41.987
64,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00065.jpg,0.539118,0,0,0,0,0,1,1,0.539118,0.539118,0.000000,0,,,0.321684,6.409406,0,1,0,0,0,0,,,0,0,0,,0,,,,,0,,,,16.437,0.539118,14.302,0.000,42.836
65,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00066.jpg,0.821308,0,0,0,0,0,2,1,0.821308,0.821308,0.000000,0,0.058369,,0.340859,5.742130,0,1,0,0,0,0,,,0,0,0,,0,,,,,0,,,,14.538,0.821308,14.539,0.000,44.001
66,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00067.jpg,0.736399,0,0,0,1,0,2,1,1.555722,0.736399,0.819323,0,,,0.009668,1.091031,0,1,0,0,0,0,,,0,0,0,,0,,,,,0,,,,14.631,0.736399,14.480,0.000,42.317
67,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00068.jpg,0.852535,0,0,1,1,0,2,1,1.796501,0.852535,0.943966,1,0.967504,,0.002862,1.015243,0,1,0,0,0,0,,,0,0,0,,0,,,,,0,,,,14.758,0.852535,14.611,0.000,42.388
68,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00069.jpg,0.389035,0,0,0,1,0,2,2,0.592265,0.389035,0.203230,0,,,0.083786,1.635091,0,1,0,0,0,0,,,0,0,0,,0,,,,,0,,,,14.886,0.420537,14.480,0.000,43.103
69,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00070.jpg,0.436161,0,0,0,1,0,2,1,0.792818,0.436161,0.356656,0,,,0.073209,1.348220,0,1,0,0,0,0,,,0,0,0,,0,,,,,0,,,,14.477,0.436161,15.180,0.000,40.871
70,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00071.jpg,0.436161,0,0,0,1,0,2,1,1.436161,0.436161,1.000000,0,,,0.000000,1.000000,0,1,0,0,0,0,,,0,0,0,,0,,,,,0,,,,14.576,0.436161,14.639,0.000,43.142
71,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00072.jpg,0.753768,0,0,0,1,0,2,1,0.795014,0.753768,0.041246,0,,,0.143928,2.044422,0,1,0,0,0,0,,,0,0,0,,0,,,,,0,,,,14.390,0.753768,14.833,0.000,42.916
72,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00073.jpg,0.840979,0,0,1,1,0,2,1,1.730676,0.840979,0.889698,1,0.949319,,0.005644,1.053386,0,1,0,0,0,0,,,0,0,0,,0,,,,,0,,,,14.123,0.840979,14.971,0.000,40.356
73,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00074.jpg,0.877290,1,1,1,1,1,2,1,1.683443,0.877290,0.806153,2,0.911914,0.911914,0.011244,1.094974,0,2,0,0,0,0,,,0,0,0,,0,,,,,0,,,,14.023,0.877290,15.160,0.000,53.768
74,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00075.jpg,0.868298,1,1,1,1,1,2,1,1.712469,0.868298,0.844171,3,0.926202,0.926202,0.009506,1.064629,0,3,0,0,0,0,,,0,0,0,,0,,,,,0,,,,14.625,0.868298,14.664,0.000,55.195
75,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00076.jpg,0.890742,1,1,1,1,1,2,1,1.738323,0.890742,0.847581,4,0.930610,0.930610,0.008315,1.074564,4,4,1,1,1,4,10.519547,10.519547,0,0,0,0.000000,0,,,,,0,,,,14.691,0.890758,19.061,679.806,740.246
76,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00077.jpg,0.887855,1,1,1,1,1,2,1,1.793792,0.887855,0.905937,5,0.952988,0.952988,0.003409,1.049331,4,5,1,1,1,4,10.358611,10.358611,0,0,0,0.000000,0,,,,,0,,,,15.341,0.887909,17.119,440.883,508.338
77,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00078.jpg,0.887884,1,1,1,1,1,2,1,1.887789,0.887884,0.999904,6,0.999949,0.999949,0.000005,1.000033,4,6,1,1,1,4,10.078033,10.078033,0,0,0,0.000000,0,,,,,0,,,,17.705,0.888027,15.506,819.798,885.243
78,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00079.jpg,0.898203,1,1,1,1,1,2,1,1.840554,0.898203,0.942351,7,0.963362,0.963362,0.002095,1.017182,4,7,1,1,1,4,9.665278,9.665278,0,0,0,0.000000,0,,,,,0,,,,15.190,0.898812,14.847,600.225,658.069
79,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00080.jpg,0.889740,1,1,1,1,1,2,1,1.849471,0.889740,0.959731,8,0.971286,0.971286,0.000555,1.013723,4,8,1,1,1,4,10.374567,10.374567,0,0,0,0.000000,0,,,,,0,,,,14.365,0.890426,17.421,378.703,441.340
80,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00081.jpg,0.869076,1,1,1,1,1,2,1,1.750612,0.869076,0.881536,9,0.946865,0.946865,0.006563,1.056113,4,9,1,1,1,4,9.706865,9.706865,0,0,0,0.000000,0,,,,,0,,,,15.048,0.869967,15.257,679.326,739.039
81,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00082.jpg,0.668114,0,0,0,1,0,2,1,1.447329,0.668114,0.779215,0,,,0.014560,1.059503,4,9,1,1,1,4,10.422518,10.422518,0,0,0,0.000000,0,,,,,0,,,,15.078,0.672574,15.337,549.859,597.583
82,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00083.jpg,0.882980,0,0,1,1,0,2,1,1.607621,0.882980,0.724641,1,0.873625,,0.018481,1.129126,4,9,1,1,1,4,10.640308,10.640308,0,0,0,0.000000,0,,,,,0,,,,14.928,0.885050,15.421,721.827,768.641
83,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00084.jpg,0.864614,1,1,1,1,1,1,1,1.733932,0.864614,0.869318,2,0.934192,0.934192,0.008250,1.044111,4,10,1,1,1,4,10.000184,10.000184,0,0,0,0.000000,0,,,,,0,,,,14.994,0.866004,15.491,683.895,743.743
84,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00085.jpg,0.877171,1,1,1,1,1,1,1,1.852834,0.877171,0.975663,3,0.987463,0.987463,0.000902,1.011207,4,11,1,1,1,4,10.909246,10.909246,0,0,0,0.000000,0,,,,,0,,,,15.181,0.878682,15.666,724.117,782.748
85,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00086.jpg,0.875129,1,1,1,1,1,2,1,1.789194,0.875129,0.914064,4,0.959967,0.959967,0.004745,1.037018,4,12,1,1,1,4,10.312369,10.312369,0,0,0,0.000000,0,,,,,0,,,,16.139,0.878506,15.422,779.690,842.623
86,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00087.jpg,0.898892,1,1,1,1,1,2,1,1.859077,0.898892,0.960185,5,0.970069,0.970069,0.000834,1.009067,4,13,1,1,1,4,11.953806,11.953806,0,0,0,0.000000,0,,,,,0,,,,15.056,0.902264,15.204,608.884,666.121
87,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00088.jpg,0.898902,1,1,1,1,1,2,1,1.898621,0.898902,0.999719,6,0.999871,0.999871,0.000013,1.000129,4,14,1,1,1,4,11.295588,11.295588,0,0,0,0.000000,0,,,,,0,,,,15.081,0.902647,15.268,473.084,532.822
88,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00089.jpg,0.907354,1,1,1,1,1,2,1,1.748768,0.907354,0.841414,7,0.924219,0.924219,0.009396,1.067072,4,15,1,1,1,4,10.876302,10.876302,0,0,0,0.000000,0,,,,,0,,,,15.038,0.912134,15.087,658.009,715.630
89,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00090.jpg,0.907398,1,1,1,1,1,2,1,1.906939,0.907398,0.999542,8,0.999788,0.999788,0.000026,1.000172,4,16,1,1,1,4,10.074644,10.074644,0,0,0,0.000000,0,,,,,0,,,,15.007,0.912611,15.393,688.543,747.988
